treatment,species,fishID,daysExposed,daysUntilExp,tank,tankFishIdentifier,left,right,max,total,relLat,absLat,number,score
Control,Humbug,108,0,12,7,1-Jul,3,7,7,10,40,40,4,1
Control,Humbug,108,0,12,7,1-Jul,3,7,7,10,40,40,5,1
Control,Humbug,108,0,12,7,1-Jul,3,7,7,10,40,40,6,1
Control,Humbug,108,0,12,7,1-Jul,3,7,7,10,40,40,7,1
Control,Humbug,108,0,12,7,1-Jul,3,7,7,10,40,40,8,0
Control,Humbug,108,0,12,7,1-Jul,3,7,7,10,40,40,9,0
Control,Humbug,108,0,12,7,1-Jul,3,7,7,10,40,40,10,0
Control,Humbug,109,0,12,7,2-Jul,6,4,6,10,-20,20,1,1
Control,Humbug,109,0,12,7,2-Jul,6,4,6,10,-20,20,2,1
Control,Humbug,109,0,12,7,2-Jul,6,4,6,10,-20,20,3,1
Control,Humbug,109,0,12,7,2-Jul,6,4,6,10,-20,20,4,1
Control,Humbug,109,0,12,7,2-Jul,6,4,6,10,-20,20,5,0
Control,Humbug,109,0,12,7,2-Jul,6,4,6,10,-20,20,6,0
Control,Humbug,109,0,12,7,2-Jul,6,4,6,10,-20,20,7,0
Control,Humbug,109,0,12,7,2-Jul,6,4,6,10,-20,20,8,0
Control,Humbug,109,0,12,7,2-Jul,6,4,6,10,-20,20,9,0
Control,Humbug,109,0,12,7,2-Jul,6,4,6,10,-20,20,10,0
Control,Humbug,110,0,12,7,3-Jul,5,5,5,10,0,0,1,1
Control,Humbug,110,0,12,7,3-Jul,5,5,5,10,0,0,2,1
Control,Humbug,110,0,12,7,3-Jul,5,5,5,10,0,0,3,1
Control,Humbug,110,0,12,7,3-Jul,5,5,5,10,0,0,4,1
Control,Humbug,110,0,12,7,3-Jul,5,5,5,10,0,0,5,1
Control,Humbug,110,0,12,7,3-Jul,5,5,5,10,0,0,6,0
Control,Humbug,110,0,12,7,3-Jul,5,5,5,10,0,0,7,0
Control,Humbug,110,0,12,7,3-Jul,5,5,5,10,0,0,8,0
Control,Humbug,110,0,12,7,3-Jul,5,5,5,10,0,0,9,0
Control,Humbug,110,0,12,7,3-Jul,5,5,5,10,0,0,10,0
Control,Humbug,111,0,12,7,4-Jul,6,4,6,10,-20,20,1,1
Control,Humbug,111,0,12,7,4-Jul,6,4,6,10,-20,20,2,1
Control,Humbug,111,0,12,7,4-Jul,6,4,6,10,-20,20,3,1
Control,Humbug,111,0,12,7,4-Jul,6,4,6,10,-20,20,4,1
Control,Humbug,111,0,12,7,4-Jul,6,4,6,10,-20,20,5,0
Control,Humbug,111,0,12,7,4-Jul,6,4,6,10,-20,20,6,0
Control,Humbug,111,0,12,7,4-Jul,6,4,6,10,-20,20,7,0
Control,Humbug,111,0,12,7,4-Jul,6,4,6,10,-20,20,8,0
Control,Humbug,111,0,12,7,4-Jul,6,4,6,10,-20,20,9,0
Control,Humbug,111,0,12,7,4-Jul,6,4,6,10,-20,20,10,0
Control,Humbug,112,0,12,7,5-Jul,6,4,6,10,-20,20,1,1
Control,Humbug,112,0,12,7,5-Jul,6,4,6,10,-20,20,2,1
Control,Humbug,112,0,12,7,5-Jul,6,4,6,10,-20,20,3,1
Control,Humbug,112,0,12,7,5-Jul,6,4,6,10,-20,20,4,1
Control,Humbug,112,0,12,7,5-Jul,6,4,6,10,-20,20,5,0
Control,Humbug,112,0,12,7,5-Jul,6,4,6,10,-20,20,6,0
Control,Humbug,112,0,12,7,5-Jul,6,4,6,10,-20,20,7,0
Control,Humbug,112,0,12,7,5-Jul,6,4,6,10,-20,20,8,0
Control,Humbug,112,0,12,7,5-Jul,6,4,6,10,-20,20,9,0
Control,Humbug,112,0,12,7,5-Jul,6,4,6,10,-20,20,10,0
Control,Humbug,113,0,12,7,6-Jul,6,4,6,10,-20,20,1,1
Control,Humbug,113,0,12,7,6-Jul,6,4,6,10,-20,20,2,1
Control,Humbug,113,0,12,7,6-Jul,6,4,6,10,-20,20,3,1
Control,Humbug,113,0,12,7,6-Jul,6,4,6,10,-20,20,4,1
Control,Humbug,113,0,12,7,6-Jul,6,4,6,10,-20,20,5,0
Control,Humbug,113,0,12,7,6-Jul,6,4,6,10,-20,20,6,0
Control,Humbug,113,0,12,7,6-Jul,6,4,6,10,-20,20,7,0
Control,Humbug,113,0,12,7,6-Jul,6,4,6,10,-20,20,8,0
Control,Humbug,113,0,12,7,6-Jul,6,4,6,10,-20,20,9,0
Control,Humbug,113,0,12,7,6-Jul,6,4,6,10,-20,20,10,0
Control,Humbug,114,0,12,8,1-Aug,3,7,7,10,40,40,1,1
Control,Humbug,114,0,12,8,1-Aug,3,7,7,10,40,40,2,1
Control,Humbug,114,0,12,8,1-Aug,3,7,7,10,40,40,3,1
Control,Humbug,114,0,12,8,1-Aug,3,7,7,10,40,40,4,1
Control,Humbug,114,0,12,8,1-Aug,3,7,7,10,40,40,5,1
Control,Humbug,114,0,12,8,1-Aug,3,7,7,10,40,40,6,1
Control,Humbug,114,0,12,8,1-Aug,3,7,7,10,40,40,7,1
Control,Humbug,114,0,12,8,1-Aug,3,7,7,10,40,40,8,0
Control,Humbug,114,0,12,8,1-Aug,3,7,7,10,40,40,9,0
Control,Humbug,114,0,12,8,1-Aug,3,7,7,10,40,40,10,0
Control,Humbug,115,0,12,8,2-Aug,5,5,5,10,0,0,1,1
Control,Humbug,115,0,12,8,2-Aug,5,5,5,10,0,0,2,1
Control,Humbug,115,0,12,8,2-Aug,5,5,5,10,0,0,3,1
Control,Humbug,115,0,12,8,2-Aug,5,5,5,10,0,0,4,1
Control,Humbug,115,0,12,8,2-Aug,5,5,5,10,0,0,5,1
Control,Humbug,115,0,12,8,2-Aug,5,5,5,10,0,0,6,0
Control,Humbug,115,0,12,8,2-Aug,5,5,5,10,0,0,7,0
Control,Humbug,115,0,12,8,2-Aug,5,5,5,10,0,0,8,0
Control,Humbug,115,0,12,8,2-Aug,5,5,5,10,0,0,9,0
Control,Humbug,115,0,12,8,2-Aug,5,5,5,10,0,0,10,0
Control,Humbug,116,0,12,8,3-Aug,6,4,6,10,-20,20,1,1
Control,Humbug,116,0,12,8,3-Aug,6,4,6,10,-20,20,2,1
Control,Humbug,116,0,12,8,3-Aug,6,4,6,10,-20,20,3,1
Control,Humbug,116,0,12,8,3-Aug,6,4,6,10,-20,20,4,1
Control,Humbug,116,0,12,8,3-Aug,6,4,6,10,-20,20,5,0
Control,Humbug,116,0,12,8,3-Aug,6,4,6,10,-20,20,6,0
Control,Humbug,116,0,12,8,3-Aug,6,4,6,10,-20,20,7,0
Control,Humbug,116,0,12,8,3-Aug,6,4,6,10,-20,20,8,0
Control,Humbug,116,0,12,8,3-Aug,6,4,6,10,-20,20,9,0
Control,Humbug,116,0,12,8,3-Aug,6,4,6,10,-20,20,10,0
Control,Humbug,117,0,12,8,4-Aug,5,5,5,10,0,0,1,1
Control,Humbug,117,0,12,8,4-Aug,5,5,5,10,0,0,2,1
Control,Humbug,117,0,12,8,4-Aug,5,5,5,10,0,0,3,1
Control,Humbug,117,0,12,8,4-Aug,5,5,5,10,0,0,4,1
Control,Humbug,117,0,12,8,4-Aug,5,5,5,10,0,0,5,1
Control,Humbug,117,0,12,8,4-Aug,5,5,5,10,0,0,6,0
Control,Humbug,117,0,12,8,4-Aug,5,5,5,10,0,0,7,0
Control,Humbug,117,0,12,8,4-Aug,5,5,5,10,0,0,8,0
Control,Humbug,117,0,12,8,4-Aug,5,5,5,10,0,0,9,0
Control,Humbug,117,0,12,8,4-Aug,5,5,5,10,0,0,10,0
Control,Humbug,118,0,12,8,5-Aug,4,6,6,10,20,20,1,1
Control,Humbug,118,0,12,8,5-Aug,4,6,6,10,20,20,2,1
Control,Humbug,118,0,12,8,5-Aug,4,6,6,10,20,20,3,1
Control,Humbug,118,0,12,8,5-Aug,4,6,6,10,20,20,4,1
Control,Humbug,118,0,12,8,5-Aug,4,6,6,10,20,20,5,1
Control,Humbug,118,0,12,8,5-Aug,4,6,6,10,20,20,6,1
Control,Humbug,118,0,12,8,5-Aug,4,6,6,10,20,20,7,0
Control,Humbug,118,0,12,8,5-Aug,4,6,6,10,20,20,8,0
Control,Humbug,118,0,12,8,5-Aug,4,6,6,10,20,20,9,0
Control,Humbug,118,0,12,8,5-Aug,4,6,6,10,20,20,10,0
Control,Humbug,119,0,12,8,6-Aug,5,5,5,10,0,0,1,1
Control,Humbug,119,0,12,8,6-Aug,5,5,5,10,0,0,2,1
Control,Humbug,119,0,12,8,6-Aug,5,5,5,10,0,0,3,1
Control,Humbug,119,0,12,8,6-Aug,5,5,5,10,0,0,4,1
Control,Humbug,119,0,12,8,6-Aug,5,5,5,10,0,0,5,1
Control,Humbug,119,0,12,8,6-Aug,5,5,5,10,0,0,6,0
Control,Humbug,119,0,12,8,6-Aug,5,5,5,10,0,0,7,0
Control,Humbug,119,0,12,8,6-Aug,5,5,5,10,0,0,8,0
Control,Humbug,119,0,12,8,6-Aug,5,5,5,10,0,0,9,0
Control,Humbug,119,0,12,8,6-Aug,5,5,5,10,0,0,10,0
Control,Humbug,120,0,12,4,3-Apr,5,5,5,10,0,0,1,1
Control,Humbug,120,0,12,4,3-Apr,5,5,5,10,0,0,2,1
Control,Humbug,120,0,12,4,3-Apr,5,5,5,10,0,0,3,1
Control,Humbug,120,0,12,4,3-Apr,5,5,5,10,0,0,4,1
Control,Humbug,120,0,12,4,3-Apr,5,5,5,10,0,0,5,1
Control,Humbug,120,0,12,4,3-Apr,5,5,5,10,0,0,6,0
Control,Humbug,120,0,12,4,3-Apr,5,5,5,10,0,0,7,0
Control,Humbug,120,0,12,4,3-Apr,5,5,5,10,0,0,8,0
Control,Humbug,120,0,12,4,3-Apr,5,5,5,10,0,0,9,0
Control,Humbug,120,0,12,4,3-Apr,5,5,5,10,0,0,10,0
CO2,Humbug,121,12,12,1,1-Jan,6,4,6,10,-20,20,1,1
CO2,Humbug,121,12,12,1,1-Jan,6,4,6,10,-20,20,2,1
CO2,Humbug,121,12,12,1,1-Jan,6,4,6,10,-20,20,3,1
CO2,Humbug,121,12,12,1,1-Jan,6,4,6,10,-20,20,4,1
CO2,Humbug,121,12,12,1,1-Jan,6,4,6,10,-20,20,5,0
CO2,Humbug,121,12,12,1,1-Jan,6,4,6,10,-20,20,6,0
CO2,Humbug,121,12,12,1,1-Jan,6,4,6,10,-20,20,7,0
CO2,Humbug,121,12,12,1,1-Jan,6,4,6,10,-20,20,8,0
CO2,Humbug,121,12,12,1,1-Jan,6,4,6,10,-20,20,9,0
CO2,Humbug,121,12,12,1,1-Jan,6,4,6,10,-20,20,10,0
CO2,Humbug,122,12,12,1,2-Jan,4,6,6,10,20,20,1,1
CO2,Humbug,122,12,12,1,2-Jan,4,6,6,10,20,20,2,1
CO2,Humbug,122,12,12,1,2-Jan,4,6,6,10,20,20,3,1
CO2,Humbug,122,12,12,1,2-Jan,4,6,6,10,20,20,4,1
CO2,Humbug,122,12,12,1,2-Jan,4,6,6,10,20,20,5,1
CO2,Humbug,122,12,12,1,2-Jan,4,6,6,10,20,20,6,1
CO2,Humbug,122,12,12,1,2-Jan,4,6,6,10,20,20,7,0
CO2,Humbug,122,12,12,1,2-Jan,4,6,6,10,20,20,8,0
CO2,Humbug,122,12,12,1,2-Jan,4,6,6,10,20,20,9,0
CO2,Humbug,122,12,12,1,2-Jan,4,6,6,10,20,20,10,0
CO2,Humbug,123,12,12,1,3-Jan,6,4,6,10,-20,20,1,1
CO2,Humbug,123,12,12,1,3-Jan,6,4,6,10,-20,20,2,1
CO2,Humbug,123,12,12,1,3-Jan,6,4,6,10,-20,20,3,1
CO2,Humbug,123,12,12,1,3-Jan,6,4,6,10,-20,20,4,1
CO2,Humbug,123,12,12,1,3-Jan,6,4,6,10,-20,20,5,0
CO2,Humbug,123,12,12,1,3-Jan,6,4,6,10,-20,20,6,0
CO2,Humbug,123,12,12,1,3-Jan,6,4,6,10,-20,20,7,0
CO2,Humbug,123,12,12,1,3-Jan,6,4,6,10,-20,20,8,0
CO2,Humbug,123,12,12,1,3-Jan,6,4,6,10,-20,20,9,0
CO2,Humbug,123,12,12,1,3-Jan,6,4,6,10,-20,20,10,0
CO2,Humbug,124,12,12,1,4-Jan,4,6,6,10,20,20,1,1
CO2,Humbug,124,12,12,1,4-Jan,4,6,6,10,20,20,2,1
CO2,Humbug,124,12,12,1,4-Jan,4,6,6,10,20,20,3,1
CO2,Humbug,124,12,12,1,4-Jan,4,6,6,10,20,20,4,1
CO2,Humbug,124,12,12,1,4-Jan,4,6,6,10,20,20,5,1
CO2,Humbug,124,12,12,1,4-Jan,4,6,6,10,20,20,6,1
CO2,Humbug,124,12,12,1,4-Jan,4,6,6,10,20,20,7,0
CO2,Humbug,124,12,12,1,4-Jan,4,6,6,10,20,20,8,0
CO2,Humbug,124,12,12,1,4-Jan,4,6,6,10,20,20,9,0
CO2,Humbug,124,12,12,1,4-Jan,4,6,6,10,20,20,10,0
CO2,Humbug,125,12,12,1,5-Jan,6,4,6,10,-20,20,1,1
CO2,Humbug,125,12,12,1,5-Jan,6,4,6,10,-20,20,2,1
CO2,Humbug,125,12,12,1,5-Jan,6,4,6,10,-20,20,3,1
CO2,Humbug,125,12,12,1,5-Jan,6,4,6,10,-20,20,4,1
CO2,Humbug,125,12,12,1,5-Jan,6,4,6,10,-20,20,5,0
CO2,Humbug,125,12,12,1,5-Jan,6,4,6,10,-20,20,6,0
CO2,Humbug,125,12,12,1,5-Jan,6,4,6,10,-20,20,7,0
CO2,Humbug,125,12,12,1,5-Jan,6,4,6,10,-20,20,8,0
CO2,Humbug,125,12,12,1,5-Jan,6,4,6,10,-20,20,9,0
CO2,Humbug,125,12,12,1,5-Jan,6,4,6,10,-20,20,10,0
CO2,Humbug,126,12,12,1,6-Jan,7,3,7,10,-40,40,1,1
CO2,Humbug,126,12,12,1,6-Jan,7,3,7,10,-40,40,2,1
CO2,Humbug,126,12,12,1,6-Jan,7,3,7,10,-40,40,3,1
CO2,Humbug,126,12,12,1,6-Jan,7,3,7,10,-40,40,4,0
CO2,Humbug,126,12,12,1,6-Jan,7,3,7,10,-40,40,5,0
CO2,Humbug,126,12,12,1,6-Jan,7,3,7,10,-40,40,6,0
CO2,Humbug,126,12,12,1,6-Jan,7,3,7,10,-40,40,7,0
CO2,Humbug,126,12,12,1,6-Jan,7,3,7,10,-40,40,8,0
CO2,Humbug,126,12,12,1,6-Jan,7,3,7,10,-40,40,9,0
CO2,Humbug,126,12,12,1,6-Jan,7,3,7,10,-40,40,10,0
CO2,Humbug,127,12,12,2,1-Feb,6,4,6,10,-20,20,1,1
CO2,Humbug,127,12,12,2,1-Feb,6,4,6,10,-20,20,2,1
CO2,Humbug,127,12,12,2,1-Feb,6,4,6,10,-20,20,3,1
CO2,Humbug,127,12,12,2,1-Feb,6,4,6,10,-20,20,4,1
CO2,Humbug,127,12,12,2,1-Feb,6,4,6,10,-20,20,5,0
CO2,Humbug,127,12,12,2,1-Feb,6,4,6,10,-20,20,6,0
CO2,Humbug,127,12,12,2,1-Feb,6,4,6,10,-20,20,7,0
CO2,Humbug,127,12,12,2,1-Feb,6,4,6,10,-20,20,8,0
CO2,Humbug,127,12,12,2,1-Feb,6,4,6,10,-20,20,9,0
CO2,Humbug,127,12,12,2,1-Feb,6,4,6,10,-20,20,10,0
CO2,Humbug,128,12,12,2,2-Feb,4,6,6,10,20,20,1,1
CO2,Humbug,128,12,12,2,2-Feb,4,6,6,10,20,20,2,1
CO2,Humbug,128,12,12,2,2-Feb,4,6,6,10,20,20,3,1
CO2,Humbug,128,12,12,2,2-Feb,4,6,6,10,20,20,4,1
CO2,Humbug,128,12,12,2,2-Feb,4,6,6,10,20,20,5,1
CO2,Humbug,128,12,12,2,2-Feb,4,6,6,10,20,20,6,1
CO2,Humbug,128,12,12,2,2-Feb,4,6,6,10,20,20,7,0
CO2,Humbug,128,12,12,2,2-Feb,4,6,6,10,20,20,8,0
CO2,Humbug,128,12,12,2,2-Feb,4,6,6,10,20,20,9,0
CO2,Humbug,128,12,12,2,2-Feb,4,6,6,10,20,20,10,0
CO2,Humbug,129,12,12,2,3-Feb,4,6,6,10,20,20,1,1
CO2,Humbug,129,12,12,2,3-Feb,4,6,6,10,20,20,2,1
CO2,Humbug,129,12,12,2,3-Feb,4,6,6,10,20,20,3,1
CO2,Humbug,129,12,12,2,3-Feb,4,6,6,10,20,20,4,1
CO2,Humbug,129,12,12,2,3-Feb,4,6,6,10,20,20,5,1
CO2,Humbug,129,12,12,2,3-Feb,4,6,6,10,20,20,6,1
CO2,Humbug,129,12,12,2,3-Feb,4,6,6,10,20,20,7,0
CO2,Humbug,129,12,12,2,3-Feb,4,6,6,10,20,20,8,0
CO2,Humbug,129,12,12,2,3-Feb,4,6,6,10,20,20,9,0
CO2,Humbug,129,12,12,2,3-Feb,4,6,6,10,20,20,10,0
CO2,Humbug,130,12,12,2,4-Feb,5,5,5,10,0,0,1,1
CO2,Humbug,130,12,12,2,4-Feb,5,5,5,10,0,0,2,1
CO2,Humbug,130,12,12,2,4-Feb,5,5,5,10,0,0,3,1
CO2,Humbug,130,12,12,2,4-Feb,5,5,5,10,0,0,4,1
CO2,Humbug,130,12,12,2,4-Feb,5,5,5,10,0,0,5,1
CO2,Humbug,130,12,12,2,4-Feb,5,5,5,10,0,0,6,0
CO2,Humbug,130,12,12,2,4-Feb,5,5,5,10,0,0,7,0
CO2,Humbug,130,12,12,2,4-Feb,5,5,5,10,0,0,8,0
CO2,Humbug,130,12,12,2,4-Feb,5,5,5,10,0,0,9,0
CO2,Humbug,130,12,12,2,4-Feb,5,5,5,10,0,0,10,0
CO2,Humbug,131,14,14,5,1-May,5,5,5,10,0,0,1,1
CO2,Humbug,131,14,14,5,1-May,5,5,5,10,0,0,2,1
CO2,Humbug,131,14,14,5,1-May,5,5,5,10,0,0,3,1
CO2,Humbug,131,14,14,5,1-May,5,5,5,10,0,0,4,1
CO2,Humbug,131,14,14,5,1-May,5,5,5,10,0,0,5,1
CO2,Humbug,131,14,14,5,1-May,5,5,5,10,0,0,6,0
CO2,Humbug,131,14,14,5,1-May,5,5,5,10,0,0,7,0
CO2,Humbug,131,14,14,5,1-May,5,5,5,10,0,0,8,0
CO2,Humbug,131,14,14,5,1-May,5,5,5,10,0,0,9,0
CO2,Humbug,131,14,14,5,1-May,5,5,5,10,0,0,10,0
CO2,Humbug,132,14,14,5,2-May,4,6,6,10,20,20,1,1
CO2,Humbug,132,14,14,5,2-May,4,6,6,10,20,20,2,1
CO2,Humbug,132,14,14,5,2-May,4,6,6,10,20,20,3,1
CO2,Humbug,132,14,14,5,2-May,4,6,6,10,20,20,4,1
CO2,Humbug,132,14,14,5,2-May,4,6,6,10,20,20,5,1
CO2,Humbug,132,14,14,5,2-May,4,6,6,10,20,20,6,1
CO2,Humbug,132,14,14,5,2-May,4,6,6,10,20,20,7,0
CO2,Humbug,132,14,14,5,2-May,4,6,6,10,20,20,8,0
CO2,Humbug,132,14,14,5,2-May,4,6,6,10,20,20,9,0
CO2,Humbug,132,14,14,5,2-May,4,6,6,10,20,20,10,0
CO2,Humbug,133,14,14,5,3-May,5,5,5,10,0,0,1,1
CO2,Humbug,133,14,14,5,3-May,5,5,5,10,0,0,2,1
CO2,Humbug,133,14,14,5,3-May,5,5,5,10,0,0,3,1
CO2,Humbug,133,14,14,5,3-May,5,5,5,10,0,0,4,1
CO2,Humbug,133,14,14,5,3-May,5,5,5,10,0,0,5,1
CO2,Humbug,133,14,14,5,3-May,5,5,5,10,0,0,6,0
CO2,Humbug,133,14,14,5,3-May,5,5,5,10,0,0,7,0
CO2,Humbug,133,14,14,5,3-May,5,5,5,10,0,0,8,0
CO2,Humbug,133,14,14,5,3-May,5,5,5,10,0,0,9,0
CO2,Humbug,133,14,14,5,3-May,5,5,5,10,0,0,10,0
CO2,Humbug,134,14,14,5,4-May,3,7,7,10,40,40,1,1
CO2,Humbug,134,14,14,5,4-May,3,7,7,10,40,40,2,1
CO2,Humbug,134,14,14,5,4-May,3,7,7,10,40,40,3,1
CO2,Humbug,134,14,14,5,4-May,3,7,7,10,40,40,4,1
CO2,Humbug,134,14,14,5,4-May,3,7,7,10,40,40,5,1
CO2,Humbug,134,14,14,5,4-May,3,7,7,10,40,40,6,1
CO2,Humbug,134,14,14,5,4-May,3,7,7,10,40,40,7,1
CO2,Humbug,134,14,14,5,4-May,3,7,7,10,40,40,8,0
CO2,Humbug,134,14,14,5,4-May,3,7,7,10,40,40,9,0
CO2,Humbug,134,14,14,5,4-May,3,7,7,10,40,40,10,0
CO2,Humbug,135,14,14,5,5-May,4,6,6,10,20,20,1,1
CO2,Humbug,135,14,14,5,5-May,4,6,6,10,20,20,2,1
CO2,Humbug,135,14,14,5,5-May,4,6,6,10,20,20,3,1
CO2,Humbug,135,14,14,5,5-May,4,6,6,10,20,20,4,1
CO2,Humbug,135,14,14,5,5-May,4,6,6,10,20,20,5,1
CO2,Humbug,135,14,14,5,5-May,4,6,6,10,20,20,6,1
CO2,Humbug,135,14,14,5,5-May,4,6,6,10,20,20,7,0
CO2,Humbug,135,14,14,5,5-May,4,6,6,10,20,20,8,0
CO2,Humbug,135,14,14,5,5-May,4,6,6,10,20,20,9,0
CO2,Humbug,135,14,14,5,5-May,4,6,6,10,20,20,10,0
CO2,Humbug,136,14,14,6,1-Jun,5,5,5,10,0,0,1,1
CO2,Humbug,136,14,14,6,1-Jun,5,5,5,10,0,0,2,1
CO2,Humbug,136,14,14,6,1-Jun,5,5,5,10,0,0,3,1
CO2,Humbug,136,14,14,6,1-Jun,5,5,5,10,0,0,4,1
CO2,Humbug,136,14,14,6,1-Jun,5,5,5,10,0,0,5,1
CO2,Humbug,136,14,14,6,1-Jun,5,5,5,10,0,0,6,0
CO2,Humbug,136,14,14,6,1-Jun,5,5,5,10,0,0,7,0
CO2,Humbug,136,14,14,6,1-Jun,5,5,5,10,0,0,8,0
CO2,Humbug,136,14,14,6,1-Jun,5,5,5,10,0,0,9,0
CO2,Humbug,136,14,14,6,1-Jun,5,5,5,10,0,0,10,0
CO2,Humbug,137,14,14,6,2-Jun,7,3,7,10,-40,40,1,1
CO2,Humbug,137,14,14,6,2-Jun,7,3,7,10,-40,40,2,1
CO2,Humbug,137,14,14,6,2-Jun,7,3,7,10,-40,40,3,1
CO2,Humbug,137,14,14,6,2-Jun,7,3,7,10,-40,40,4,0
CO2,Humbug,137,14,14,6,2-Jun,7,3,7,10,-40,40,5,0
CO2,Humbug,137,14,14,6,2-Jun,7,3,7,10,-40,40,6,0
CO2,Humbug,137,14,14,6,2-Jun,7,3,7,10,-40,40,7,0
CO2,Humbug,137,14,14,6,2-Jun,7,3,7,10,-40,40,8,0
CO2,Humbug,137,14,14,6,2-Jun,7,3,7,10,-40,40,9,0
CO2,Humbug,137,14,14,6,2-Jun,7,3,7,10,-40,40,10,0
CO2,Humbug,138,14,14,6,3-Jun,4,6,6,10,20,20,1,1
CO2,Humbug,138,14,14,6,3-Jun,4,6,6,10,20,20,2,1
CO2,Humbug,138,14,14,6,3-Jun,4,6,6,10,20,20,3,1
CO2,Humbug,138,14,14,6,3-Jun,4,6,6,10,20,20,4,1
CO2,Humbug,138,14,14,6,3-Jun,4,6,6,10,20,20,5,1
CO2,Humbug,138,14,14,6,3-Jun,4,6,6,10,20,20,6,1
CO2,Humbug,138,14,14,6,3-Jun,4,6,6,10,20,20,7,0
CO2,Humbug,138,14,14,6,3-Jun,4,6,6,10,20,20,8,0
CO2,Humbug,138,14,14,6,3-Jun,4,6,6,10,20,20,9,0
CO2,Humbug,138,14,14,6,3-Jun,4,6,6,10,20,20,10,0
CO2,Humbug,139,14,14,6,4-Jun,7,3,7,10,-40,40,1,1
CO2,Humbug,139,14,14,6,4-Jun,7,3,7,10,-40,40,2,1
CO2,Humbug,139,14,14,6,4-Jun,7,3,7,10,-40,40,3,1
CO2,Humbug,139,14,14,6,4-Jun,7,3,7,10,-40,40,4,0
CO2,Humbug,139,14,14,6,4-Jun,7,3,7,10,-40,40,5,0
CO2,Humbug,139,14,14,6,4-Jun,7,3,7,10,-40,40,6,0
CO2,Humbug,139,14,14,6,4-Jun,7,3,7,10,-40,40,7,0
CO2,Humbug,139,14,14,6,4-Jun,7,3,7,10,-40,40,8,0
CO2,Humbug,139,14,14,6,4-Jun,7,3,7,10,-40,40,9,0
CO2,Humbug,139,14,14,6,4-Jun,7,3,7,10,-40,40,10,0
CO2,Humbug,140,14,14,6,5-Jun,5,5,5,10,0,0,1,1
CO2,Humbug,140,14,14,6,5-Jun,5,5,5,10,0,0,2,1
CO2,Humbug,140,14,14,6,5-Jun,5,5,5,10,0,0,3,1
CO2,Humbug,140,14,14,6,5-Jun,5,5,5,10,0,0,4,1
CO2,Humbug,140,14,14,6,5-Jun,5,5,5,10,0,0,5,1
CO2,Humbug,140,14,14,6,5-Jun,5,5,5,10,0,0,6,0
CO2,Humbug,140,14,14,6,5-Jun,5,5,5,10,0,0,7,0
CO2,Humbug,140,14,14,6,5-Jun,5,5,5,10,0,0,8,0
CO2,Humbug,140,14,14,6,5-Jun,5,5,5,10,0,0,9,0
CO2,Humbug,140,14,14,6,5-Jun,5,5,5,10,0,0,10,0
CO2,Humbug,141,14,14,6,6-Jun,5,5,5,10,0,0,1,1
CO2,Humbug,141,14,14,6,6-Jun,5,5,5,10,0,0,2,1
CO2,Humbug,141,14,14,6,6-Jun,5,5,5,10,0,0,3,1
CO2,Humbug,141,14,14,6,6-Jun,5,5,5,10,0,0,4,1
CO2,Humbug,141,14,14,6,6-Jun,5,5,5,10,0,0,5,1
CO2,Humbug,141,14,14,6,6-Jun,5,5,5,10,0,0,6,0
CO2,Humbug,141,14,14,6,6-Jun,5,5,5,10,0,0,7,0
CO2,Humbug,141,14,14,6,6-Jun,5,5,5,10,0,0,8,0
CO2,Humbug,141,14,14,6,6-Jun,5,5,5,10,0,0,9,0
CO2,Humbug,141,14,14,6,6-Jun,5,5,5,10,0,0,10,0
Control,Lemon,142,0,4,3,1-Mar,4,6,6,10,20,20,1,1
Control,Lemon,142,0,4,3,1-Mar,4,6,6,10,20,20,2,1
Control,Lemon,142,0,4,3,1-Mar,4,6,6,10,20,20,3,1
Control,Lemon,142,0,4,3,1-Mar,4,6,6,10,20,20,4,1
Control,Lemon,142,0,4,3,1-Mar,4,6,6,10,20,20,5,1
Control,Lemon,142,0,4,3,1-Mar,4,6,6,10,20,20,6,1
Control,Lemon,142,0,4,3,1-Mar,4,6,6,10,20,20,7,0
Control,Lemon,142,0,4,3,1-Mar,4,6,6,10,20,20,8,0
Control,Lemon,142,0,4,3,1-Mar,4,6,6,10,20,20,9,0
Control,Lemon,142,0,4,3,1-Mar,4,6,6,10,20,20,10,0
Control,Lemon,143,0,4,4,1-Apr,7,3,7,10,-40,40,1,1
Control,Lemon,143,0,4,4,1-Apr,7,3,7,10,-40,40,2,1
Control,Lemon,143,0,4,4,1-Apr,7,3,7,10,-40,40,3,1
Control,Lemon,143,0,4,4,1-Apr,7,3,7,10,-40,40,4,0
Control,Lemon,143,0,4,4,1-Apr,7,3,7,10,-40,40,5,0
Control,Lemon,143,0,4,4,1-Apr,7,3,7,10,-40,40,6,0
Control,Lemon,143,0,4,4,1-Apr,7,3,7,10,-40,40,7,0
Control,Lemon,143,0,4,4,1-Apr,7,3,7,10,-40,40,8,0
Control,Lemon,143,0,4,4,1-Apr,7,3,7,10,-40,40,9,0
Control,Lemon,143,0,4,4,1-Apr,7,3,7,10,-40,40,10,0
Control,Lemon,144,0,4,4,2-Apr,6,4,6,10,-20,20,1,1
Control,Lemon,144,0,4,4,2-Apr,6,4,6,10,-20,20,2,1
Control,Lemon,144,0,4,4,2-Apr,6,4,6,10,-20,20,3,1
