location,year,date,time,treatment,variable,value
AIMS,2015,5_4,11_06_01 AM,control,temperature,26.9
AIMS,2015,5_4,11_36_01 AM,control,temperature,26.9
AIMS,2015,5_4,12_06_01 PM,control,temperature,26.9
AIMS,2015,5_4,12_36_01 PM,control,temperature,26.9
AIMS,2015,5_4,1_06_01 PM,control,temperature,26.9
AIMS,2015,5_4,1_36_01 PM,control,temperature,27.0
AIMS,2015,5_4,2_06_01 PM,control,temperature,27.0
AIMS,2015,5_4,2_36_01 PM,control,temperature,27.0
AIMS,2015,5_4,3_06_01 PM,control,temperature,27.0
AIMS,2015,5_4,3_36_01 PM,control,temperature,27.0
AIMS,2015,5_4,4_06_01 PM,control,temperature,27.0
AIMS,2015,5_4,4_36_01 PM,control,temperature,27.0
AIMS,2015,5_4,5_06_01 PM,control,temperature,27.0
AIMS,2015,5_4,5_36_01 PM,control,temperature,27.0
AIMS,2015,5_4,6_06_01 PM,control,temperature,27.0
AIMS,2015,5_4,6_36_01 PM,control,temperature,27.1
AIMS,2015,5_4,7_06_01 PM,control,temperature,27.1
AIMS,2015,5_4,7_36_01 PM,control,temperature,27.1
AIMS,2015,5_4,8_06_01 PM,control,temperature,27.1
AIMS,2015,5_4,8_36_01 PM,control,temperature,27.1
AIMS,2015,5_4,9_06_01 PM,control,temperature,27.1
AIMS,2015,5_4,9_36_01 PM,control,temperature,27.1
AIMS,2015,5_4,10_06_01 PM,control,temperature,27.1
AIMS,2015,5_4,10_36_01 PM,control,temperature,27.1
AIMS,2015,5_4,11_06_01 PM,control,temperature,27.1
AIMS,2015,5_4,11_36_01 PM,control,temperature,27.1
AIMS,2015,5_5,12_06_01 AM,control,temperature,27.1
AIMS,2015,5_5,12_36_01 AM,control,temperature,27.2
AIMS,2015,5_5,1_06_01 AM,control,temperature,27.2
AIMS,2015,5_5,1_36_01 AM,control,temperature,27.1
AIMS,2015,5_5,2_06_01 AM,control,temperature,27.2
AIMS,2015,5_5,2_36_01 AM,control,temperature,27.1
AIMS,2015,5_5,3_06_01 AM,control,temperature,27.1
AIMS,2015,5_5,3_36_01 AM,control,temperature,27.1
AIMS,2015,5_5,4_06_01 AM,control,temperature,27.1
AIMS,2015,5_5,4_36_01 AM,control,temperature,27.0
AIMS,2015,5_5,5_06_01 AM,control,temperature,27.0
AIMS,2015,5_5,5_36_01 AM,control,temperature,27.0
AIMS,2015,5_5,6_06_01 AM,control,temperature,26.9
AIMS,2015,5_5,6_36_01 AM,control,temperature,26.9
AIMS,2015,5_5,7_06_01 AM,control,temperature,26.9
AIMS,2015,5_5,7_36_01 AM,control,temperature,26.9
AIMS,2015,5_5,8_06_01 AM,control,temperature,26.9
AIMS,2015,5_5,8_36_01 AM,control,temperature,27.0
AIMS,2015,5_5,9_06_01 AM,control,temperature,27.0
AIMS,2015,5_5,9_36_01 AM,control,temperature,27.0
AIMS,2015,5_5,10_06_01 AM,control,temperature,26.9
AIMS,2015,5_5,10_36_01 AM,control,temperature,26.9
AIMS,2015,5_5,11_06_01 AM,control,temperature,27.0
AIMS,2015,5_5,11_36_01 AM,control,temperature,27.0
AIMS,2015,5_5,12_06_01 PM,control,temperature,27.0
AIMS,2015,5_5,12_36_01 PM,control,temperature,27.0
AIMS,2015,5_5,1_06_01 PM,control,temperature,27.0
AIMS,2015,5_5,1_36_01 PM,control,temperature,27.0
AIMS,2015,5_5,2_06_01 PM,control,temperature,27.0
AIMS,2015,5_5,2_36_01 PM,control,temperature,27.0
AIMS,2015,5_5,3_06_01 PM,control,temperature,27.1
AIMS,2015,5_5,3_36_01 PM,control,temperature,27.1
AIMS,2015,5_5,4_06_01 PM,control,temperature,27.0
AIMS,2015,5_5,4_36_01 PM,control,temperature,27.1
AIMS,2015,5_5,5_06_01 PM,control,temperature,27.1
AIMS,2015,5_5,5_36_01 PM,control,temperature,27.1
AIMS,2015,5_5,6_06_01 PM,control,temperature,27.1
AIMS,2015,5_5,6_36_01 PM,control,temperature,27.1
AIMS,2015,5_5,7_06_01 PM,control,temperature,27.1
AIMS,2015,5_5,7_36_01 PM,control,temperature,27.1
AIMS,2015,5_5,8_06_01 PM,control,temperature,27.1
AIMS,2015,5_5,8_36_01 PM,control,temperature,27.1
AIMS,2015,5_5,9_06_01 PM,control,temperature,27.1
AIMS,2015,5_5,9_36_01 PM,control,temperature,27.1
AIMS,2015,5_5,10_06_01 PM,control,temperature,27.1
AIMS,2015,5_5,10_36_01 PM,control,temperature,27.1
AIMS,2015,5_5,11_06_01 PM,control,temperature,27.1
AIMS,2015,5_5,11_36_01 PM,control,temperature,27.1
AIMS,2015,5_6,12_06_01 AM,control,temperature,27.1
AIMS,2015,5_6,12_36_01 AM,control,temperature,27.1
AIMS,2015,5_6,1_06_01 AM,control,temperature,27.1
AIMS,2015,5_6,1_36_01 AM,control,temperature,27.1
AIMS,2015,5_6,2_06_01 AM,control,temperature,27.1
AIMS,2015,5_6,2_36_01 AM,control,temperature,27.1
AIMS,2015,5_6,3_06_01 AM,control,temperature,27.1
AIMS,2015,5_6,3_36_01 AM,control,temperature,27.1
AIMS,2015,5_6,4_06_01 AM,control,temperature,27.1
AIMS,2015,5_6,4_36_01 AM,control,temperature,27.1
AIMS,2015,5_6,5_06_01 AM,control,temperature,27.1
AIMS,2015,5_6,5_36_01 AM,control,temperature,27.1
AIMS,2015,5_6,6_06_01 AM,control,temperature,27.1
AIMS,2015,5_6,6_36_01 AM,control,temperature,27.1
AIMS,2015,5_6,7_06_01 AM,control,temperature,27.1
AIMS,2015,5_6,7_36_01 AM,control,temperature,27.1
AIMS,2015,5_6,8_06_01 AM,control,temperature,27.1
AIMS,2015,5_6,8_36_01 AM,control,temperature,27.1
AIMS,2015,5_6,9_06_01 AM,control,temperature,27.1
AIMS,2015,5_6,9_36_01 AM,control,temperature,27.1
AIMS,2015,5_6,10_06_01 AM,control,temperature,27.1
AIMS,2015,5_6,10_36_01 AM,control,temperature,27.1
AIMS,2015,5_6,11_06_01 AM,control,temperature,27.1
AIMS,2015,5_6,11_36_01 AM,control,temperature,27.1
AIMS,2015,5_6,12_06_01 PM,control,temperature,27.1
AIMS,2015,5_6,12_36_01 PM,control,temperature,27.1
AIMS,2015,5_6,1_06_01 PM,control,temperature,27.2
AIMS,2015,5_6,1_36_01 PM,control,temperature,27.2
AIMS,2015,5_6,2_06_01 PM,control,temperature,27.2
AIMS,2015,5_6,2_36_01 PM,control,temperature,27.2
AIMS,2015,5_6,3_06_01 PM,control,temperature,27.2
AIMS,2015,5_6,3_36_01 PM,control,temperature,27.2
AIMS,2015,5_6,4_06_01 PM,control,temperature,27.2
AIMS,2015,5_6,4_36_01 PM,control,temperature,27.2
AIMS,2015,5_6,5_06_01 PM,control,temperature,27.2
AIMS,2015,5_6,5_36_01 PM,control,temperature,27.2
AIMS,2015,5_6,6_06_01 PM,control,temperature,27.2
AIMS,2015,5_6,6_36_01 PM,control,temperature,27.2
AIMS,2015,5_6,7_06_01 PM,control,temperature,27.2
AIMS,2015,5_6,7_36_01 PM,control,temperature,27.3
AIMS,2015,5_6,8_06_01 PM,control,temperature,27.3
AIMS,2015,5_6,8_36_01 PM,control,temperature,27.3
AIMS,2015,5_6,9_06_01 PM,control,temperature,27.3
AIMS,2015,5_6,9_36_01 PM,control,temperature,27.4
AIMS,2015,5_6,10_06_01 PM,control,temperature,27.4
AIMS,2015,5_6,10_36_01 PM,control,temperature,27.4
AIMS,2015,5_6,11_06_01 PM,control,temperature,27.4
AIMS,2015,5_6,11_36_01 PM,control,temperature,27.4
AIMS,2015,5_7,12_06_01 AM,control,temperature,27.4
AIMS,2015,5_7,12_36_01 AM,control,temperature,27.4
AIMS,2015,5_7,1_06_01 AM,control,temperature,27.4
AIMS,2015,5_7,1_36_01 AM,control,temperature,27.4
AIMS,2015,5_7,2_06_01 AM,control,temperature,27.4
AIMS,2015,5_7,2_36_01 AM,control,temperature,27.4
AIMS,2015,5_7,3_06_01 AM,control,temperature,27.4
AIMS,2015,5_7,3_36_01 AM,control,temperature,27.4
AIMS,2015,5_7,4_06_01 AM,control,temperature,27.4
AIMS,2015,5_7,4_36_01 AM,control,temperature,27.4
AIMS,2015,5_7,5_06_01 AM,control,temperature,27.4
AIMS,2015,5_7,5_36_01 AM,control,temperature,27.4
AIMS,2015,5_7,6_06_01 AM,control,temperature,27.4
AIMS,2015,5_7,6_36_01 AM,control,temperature,27.4
AIMS,2015,5_7,7_06_01 AM,control,temperature,27.4
AIMS,2015,5_7,7_36_01 AM,control,temperature,27.4
AIMS,2015,5_7,8_06_01 AM,control,temperature,27.4
AIMS,2015,5_7,8_36_01 AM,control,temperature,27.4
AIMS,2015,5_7,9_06_01 AM,control,temperature,27.4
AIMS,2015,5_7,9_36_01 AM,control,temperature,27.3
AIMS,2015,5_7,10_06_01 AM,control,temperature,27.3
AIMS,2015,5_7,10_36_01 AM,control,temperature,27.3
AIMS,2015,5_7,11_06_01 AM,control,temperature,27.3
AIMS,2015,5_7,11_36_01 AM,control,temperature,27.3
AIMS,2015,5_7,12_06_01 PM,control,temperature,27.3
AIMS,2015,5_7,12_36_01 PM,control,temperature,27.2
AIMS,2015,5_7,1_06_01 PM,control,temperature,27.2
AIMS,2015,5_7,1_36_01 PM,control,temperature,27.2
AIMS,2015,5_7,2_06_01 PM,control,temperature,27.2
AIMS,2015,5_7,2_36_01 PM,control,temperature,27.2
AIMS,2015,5_7,3_06_01 PM,control,temperature,27.2
AIMS,2015,5_7,3_36_01 PM,control,temperature,27.2
AIMS,2015,5_7,4_06_01 PM,control,temperature,27.1
AIMS,2015,5_7,4_36_01 PM,control,temperature,27.1
AIMS,2015,5_7,5_06_01 PM,control,temperature,27.1
AIMS,2015,5_7,5_36_01 PM,control,temperature,27.2
AIMS,2015,5_7,6_06_01 PM,control,temperature,27.2
AIMS,2015,5_7,6_36_01 PM,control,temperature,27.2
AIMS,2015,5_7,7_06_01 PM,control,temperature,27.2
AIMS,2015,5_7,7_36_01 PM,control,temperature,27.2
AIMS,2015,5_7,8_06_01 PM,control,temperature,27.2
AIMS,2015,5_7,8_36_01 PM,control,temperature,27.3
AIMS,2015,5_7,9_06_01 PM,control,temperature,27.3
AIMS,2015,5_7,9_36_01 PM,control,temperature,27.3
AIMS,2015,5_7,10_06_01 PM,control,temperature,27.3
AIMS,2015,5_7,10_36_01 PM,control,temperature,27.3
AIMS,2015,5_7,11_06_01 PM,control,temperature,27.4
AIMS,2015,5_7,11_36_01 PM,control,temperature,27.4
AIMS,2015,5_8,12_06_01 AM,control,temperature,27.4
AIMS,2015,5_8,12_36_01 AM,control,temperature,27.4
AIMS,2015,5_8,1_06_01 AM,control,temperature,27.4
AIMS,2015,5_8,1_36_01 AM,control,temperature,27.4
AIMS,2015,5_8,2_06_01 AM,control,temperature,27.4
AIMS,2015,5_8,2_36_01 AM,control,temperature,27.4
AIMS,2015,5_8,3_06_01 AM,control,temperature,27.4
AIMS,2015,5_8,3_36_01 AM,control,temperature,27.4
AIMS,2015,5_8,4_06_01 AM,control,temperature,27.4
AIMS,2015,5_8,4_36_01 AM,control,temperature,27.4
AIMS,2015,5_8,5_06_01 AM,control,temperature,27.4
AIMS,2015,5_8,5_36_01 AM,control,temperature,27.4
AIMS,2015,5_8,6_06_01 AM,control,temperature,27.4
AIMS,2015,5_8,6_36_01 AM,control,temperature,27.4
AIMS,2015,5_8,7_06_01 AM,control,temperature,27.4
AIMS,2015,5_8,7_36_01 AM,control,temperature,27.4
AIMS,2015,5_8,8_06_01 AM,control,temperature,27.4
AIMS,2015,5_8,8_36_01 AM,control,temperature,27.3
AIMS,2015,5_8,9_06_01 AM,control,temperature,27.3
AIMS,2015,5_8,9_36_01 AM,control,temperature,27.3
AIMS,2015,5_8,10_06_01 AM,control,temperature,27.3
AIMS,2015,5_8,10_36_01 AM,control,temperature,27.3
AIMS,2015,5_8,11_06_01 AM,control,temperature,27.2
AIMS,2015,5_8,11_36_01 AM,control,temperature,27.2
AIMS,2015,5_8,12_06_01 PM,control,temperature,27.2
AIMS,2015,5_8,12_36_01 PM,control,temperature,27.2
AIMS,2015,5_8,1_06_01 PM,control,temperature,27.2
AIMS,2015,5_8,1_36_01 PM,control,temperature,27.2
AIMS,2015,5_8,2_06_01 PM,control,temperature,27.2
AIMS,2015,5_8,2_36_01 PM,control,temperature,27.2
AIMS,2015,5_8,3_06_01 PM,control,temperature,27.2
AIMS,2015,5_8,3_36_01 PM,control,temperature,27.2
AIMS,2015,5_8,4_06_01 PM,control,temperature,27.2
AIMS,2015,5_8,4_36_01 PM,control,temperature,27.3
AIMS,2015,5_8,5_06_01 PM,control,temperature,27.3
AIMS,2015,5_8,5_36_01 PM,control,temperature,27.3
AIMS,2015,5_8,6_06_01 PM,control,temperature,27.3
AIMS,2015,5_8,6_36_01 PM,control,temperature,27.3
AIMS,2015,5_8,7_06_01 PM,control,temperature,27.3
AIMS,2015,5_8,7_36_01 PM,control,temperature,27.3
AIMS,2015,5_8,8_06_01 PM,control,temperature,27.3
AIMS,2015,5_8,8_36_01 PM,control,temperature,27.3
AIMS,2015,5_8,9_06_01 PM,control,temperature,27.4
AIMS,2015,5_8,9_36_01 PM,control,temperature,27.4
AIMS,2015,5_8,10_06_01 PM,control,temperature,27.4
AIMS,2015,5_8,10_36_01 PM,control,temperature,27.4
AIMS,2015,5_8,11_06_01 PM,control,temperature,27.4
AIMS,2015,5_8,11_36_01 PM,control,temperature,27.4
AIMS,2015,5_9,12_06_01 AM,control,temperature,27.4
AIMS,2015,5_9,12_36_01 AM,control,temperature,27.4
AIMS,2015,5_9,1_06_01 AM,control,temperature,27.3
AIMS,2015,5_9,1_36_01 AM,control,temperature,27.3
AIMS,2015,5_9,2_06_01 AM,control,temperature,27.3
AIMS,2015,5_9,2_36_01 AM,control,temperature,27.3
AIMS,2015,5_9,3_06_01 AM,control,temperature,27.2
AIMS,2015,5_9,3_36_01 AM,control,temperature,27.2
AIMS,2015,5_9,4_06_01 AM,control,temperature,27.2
AIMS,2015,5_9,4_36_01 AM,control,temperature,27.2
AIMS,2015,5_9,5_06_01 AM,control,temperature,27.2
AIMS,2015,5_9,5_36_01 AM,control,temperature,27.1
AIMS,2015,5_9,6_06_01 AM,control,temperature,27.1
AIMS,2015,5_9,6_36_01 AM,control,temperature,27.1
AIMS,2015,5_9,7_06_01 AM,control,temperature,27.0
AIMS,2015,5_9,7_36_01 AM,control,temperature,27.0
AIMS,2015,5_9,8_06_01 AM,control,temperature,27.0
AIMS,2015,5_9,8_36_01 AM,control,temperature,26.9
AIMS,2015,5_9,9_06_01 AM,control,temperature,26.9
AIMS,2015,5_9,9_36_01 AM,control,temperature,26.9
AIMS,2015,5_9,10_06_01 AM,control,temperature,27.0
AIMS,2015,5_9,10_36_01 AM,control,temperature,27.0
AIMS,2015,5_9,11_06_01 AM,control,temperature,27.1
AIMS,2015,5_9,11_36_01 AM,control,temperature,27.1
AIMS,2015,5_9,12_06_01 PM,control,temperature,27.1
AIMS,2015,5_9,12_36_01 PM,control,temperature,27.1
AIMS,2015,5_9,1_06_01 PM,control,temperature,27.1
AIMS,2015,5_9,1_36_01 PM,control,temperature,27.1
AIMS,2015,5_9,2_06_01 PM,control,temperature,27.1
AIMS,2015,5_9,2_36_01 PM,control,temperature,27.1
AIMS,2015,5_9,3_06_01 PM,control,temperature,27.1
AIMS,2015,5_9,3_36_01 PM,control,temperature,27.1
AIMS,2015,5_9,4_06_01 PM,control,temperature,27.1
AIMS,2015,5_9,4_36_01 PM,control,temperature,27.2
AIMS,2015,5_9,5_06_01 PM,control,temperature,27.2
AIMS,2015,5_9,5_36_01 PM,control,temperature,27.2
AIMS,2015,5_9,6_06_01 PM,control,temperature,27.2
AIMS,2015,5_9,6_36_01 PM,control,temperature,27.2
AIMS,2015,5_9,7_06_01 PM,control,temperature,27.2
AIMS,2015,5_9,7_36_01 PM,control,temperature,27.2
AIMS,2015,5_9,8_06_01 PM,control,temperature,27.2
AIMS,2015,5_9,8_36_01 PM,control,temperature,27.2
AIMS,2015,5_9,9_06_01 PM,control,temperature,27.2
AIMS,2015,5_9,9_36_01 PM,control,temperature,27.2
AIMS,2015,5_9,10_06_01 PM,control,temperature,27.3
AIMS,2015,5_9,10_36_01 PM,control,temperature,27.3
AIMS,2015,5_9,11_06_01 PM,control,temperature,27.3
AIMS,2015,5_9_,11_36_01 PM,control,temperature,27.3
AIMS,2015,5_10,12_06_01 AM,control,temperature,27.3
AIMS,2015,5_10,12_36_01 AM,control,temperature,27.3
AIMS,2015,5_10,1_06_01 AM,control,temperature,27.3
AIMS,2015,5_10,1_36_01 AM,control,temperature,27.3
AIMS,2015,5_10,2_06_01 AM,control,temperature,27.3
AIMS,2015,5_10,2_36_01 AM,control,temperature,27.3
AIMS,2015,5_10,3_06_01 AM,control,temperature,27.3
AIMS,2015,5_10,3_36_01 AM,control,temperature,27.3
AIMS,2015,5_10,4_06_01 AM,control,temperature,27.2
AIMS,2015,5_10,4_36_01 AM,control,temperature,27.2
AIMS,2015,5_10,5_06_01 AM,control,temperature,27.2
AIMS,2015,5_10,5_36_01 AM,control,temperature,27.2
AIMS,2015,5_10,6_06_01 AM,control,temperature,27.2
AIMS,2015,5_10,6_36_01 AM,control,temperature,27.2
AIMS,2015,5_10,7_06_01 AM,control,temperature,27.2
AIMS,2015,5_10,7_36_01 AM,control,temperature,27.2
AIMS,2015,5_10,8_06_01 AM,control,temperature,27.2
AIMS,2015,5_10,8_36_01 AM,control,temperature,27.2
AIMS,2015,5_10,9_06_01 AM,control,temperature,27.2
AIMS,2015,5_10,9_36_01 AM,control,temperature,27.2
AIMS,2015,5_10,10_06_01 AM,control,temperature,27.2
AIMS,2015,5_10,10_36_01 AM,control,temperature,27.2
AIMS,2015,5_10,11_06_01 AM,control,temperature,27.2
AIMS,2015,5_10,11_36_01 AM,control,temperature,27.2
AIMS,2015,5_10,12_06_01 PM,control,temperature,27.2
AIMS,2015,5_10,12_36_01 PM,control,temperature,27.2
AIMS,2015,5_10,1_06_01 PM,control,temperature,27.2
AIMS,2015,5_10,1_36_01 PM,control,temperature,27.2
AIMS,2015,5_10,2_06_01 PM,control,temperature,27.2
AIMS,2015,5_10,2_36_01 PM,control,temperature,27.2
AIMS,2015,5_10,3_06_01 PM,control,temperature,27.2
AIMS,2015,5_10,3_36_01 PM,control,temperature,27.2
AIMS,2015,5_10,4_06_01 PM,control,temperature,27.2
AIMS,2015,5_10,4_36_01 PM,control,temperature,27.2
AIMS,2015,5_10,5_06_01 PM,control,temperature,27.2
AIMS,2015,5_10,5_36_01 PM,control,temperature,27.2
AIMS,2015,5_10,6_06_01 PM,control,temperature,27.2
AIMS,2015,5_10,6_36_01 PM,control,temperature,27.2
AIMS,2015,5_10,7_06_01 PM,control,temperature,27.2
AIMS,2015,5_10,7_36_01 PM,control,temperature,27.2
AIMS,2015,5_10,8_06_01 PM,control,temperature,27.2
AIMS,2015,5_10,8_36_01 PM,control,temperature,27.2
AIMS,2015,5_10,9_06_01 PM,control,temperature,27.3
AIMS,2015,5_10,9_36_01 PM,control,temperature,27.3
AIMS,2015,5_10,10_06_01 PM,control,temperature,27.3
AIMS,2015,5_10,10_36_01 PM,control,temperature,27.3
AIMS,2015,5_10,11_06_01 PM,control,temperature,27.3
AIMS,2015,5_10,11_36_01 PM,control,temperature,27.3
AIMS,2015,5_11,12_06_01 AM,control,temperature,27.2
AIMS,2015,5_11,12_36_01 AM,control,temperature,27.2
AIMS,2015,5_11,1_06_01 AM,control,temperature,27.2
AIMS,2015,5_11,1_36_01 AM,control,temperature,27.2
AIMS,2015,5_11,2_06_01 AM,control,temperature,27.2
AIMS,2015,5_11,2_36_01 AM,control,temperature,27.2
AIMS,2015,5_11,3_06_01 AM,control,temperature,27.2
AIMS,2015,5_11,3_36_01 AM,control,temperature,27.2
AIMS,2015,5_11,4_06_01 AM,control,temperature,27.2
AIMS,2015,5_11,4_36_01 AM,control,temperature,27.2
AIMS,2015,5_11,5_06_01 AM,control,temperature,27.2
AIMS,2015,5_11,5_36_01 AM,control,temperature,27.2
AIMS,2015,5_11,6_06_01 AM,control,temperature,27.2
AIMS,2015,5_11,6_36_01 AM,control,temperature,27.2
AIMS,2015,5_11,7_06_01 AM,control,temperature,27.2
AIMS,2015,5_11,7_36_01 AM,control,temperature,27.2
AIMS,2015,5_11,8_06_01 AM,control,temperature,27.2
AIMS,2015,5_11,8_36_01 AM,control,temperature,27.2
AIMS,2015,5_11,9_06_01 AM,control,temperature,27.2
AIMS,2015,5_11,9_36_01 AM,control,temperature,27.2
AIMS,2015,5_11,10_06_01 AM,control,temperature,27.2
AIMS,2015,5_11,10_36_01 AM,control,temperature,27.2
AIMS,2015,5_11,11_06_01 AM,control,temperature,27.2
AIMS,2015,5_11,11_36_01 AM,control,temperature,27.2
AIMS,2015,5_11,12_06_01 PM,control,temperature,27.2
AIMS,2015,5_11,12_36_01 PM,control,temperature,27.2
AIMS,2015,5_11,1_06_01 PM,control,temperature,27.2
AIMS,2015,5_11,1_36_01 PM,control,temperature,27.2
AIMS,2015,5_11,2_06_01 PM,control,temperature,27.2
AIMS,2015,5_11,2_36_01 PM,control,temperature,27.2
AIMS,2015,5_11,3_06_01 PM,control,temperature,27.2
AIMS,2015,5_11,3_36_01 PM,control,temperature,27.2
AIMS,2015,5_11,4_06_01 PM,control,temperature,27.2
AIMS,2015,5_11,4_36_01 PM,control,temperature,27.2
AIMS,2015,5_11,5_06_01 PM,control,temperature,27.2
AIMS,2015,5_11,5_36_01 PM,control,temperature,27.2
AIMS,2015,5_11,6_06_01 PM,control,temperature,27.2
AIMS,2015,5_11,6_36_01 PM,control,temperature,27.2
AIMS,2015,5_11,7_06_01 PM,control,temperature,27.1
AIMS,2015,5_11,7_36_01 PM,control,temperature,27.1
AIMS,2015,5_11,8_06_01 PM,control,temperature,27.1
AIMS,2015,5_11,8_36_01 PM,control,temperature,27.1
AIMS,2015,5_11,9_06_01 PM,control,temperature,27.1
AIMS,2015,5_11,9_36_01 PM,control,temperature,27.1
AIMS,2015,5_11,10_06_01 PM,control,temperature,27.1
AIMS,2015,5_11,10_36_01 PM,control,temperature,27.1
AIMS,2015,5_11,11_06_01 PM,control,temperature,27.1
AIMS,2015,5_11,11_36_01 PM,control,temperature,27.1
AIMS,2015,5_12,12_06_01 AM,control,temperature,27.1
AIMS,2015,5_12,12_36_01 AM,control,temperature,27.1
AIMS,2015,5_12,1_06_01 AM,control,temperature,27.1
AIMS,2015,5_12,1_36_01 AM,control,temperature,27.1
AIMS,2015,5_12,2_06_01 AM,control,temperature,27.1
AIMS,2015,5_12,2_36_01 AM,control,temperature,27.0
AIMS,2015,5_12,3_06_01 AM,control,temperature,27.0
AIMS,2015,5_12,3_36_01 AM,control,temperature,27.0
AIMS,2015,5_12,4_06_01 AM,control,temperature,27.0
AIMS,2015,5_12,4_36_01 AM,control,temperature,27.0
AIMS,2015,5_12,5_06_01 AM,control,temperature,26.9
AIMS,2015,5_12,5_36_01 AM,control,temperature,26.9
AIMS,2015,5_12,6_06_01 AM,control,temperature,26.9
AIMS,2015,5_12,6_36_01 AM,control,temperature,26.9
AIMS,2015,5_12,7_06_01 AM,control,temperature,26.9
AIMS,2015,5_12,7_36_01 AM,control,temperature,26.9
AIMS,2015,5_12,8_06_01 AM,control,temperature,26.9
AIMS,2015,5_12,8_36_01 AM,control,temperature,26.9
AIMS,2015,5_12,9_06_01 AM,control,temperature,26.9
AIMS,2015,5_12,9_36_01 AM,control,temperature,26.9
AIMS,2015,5_12,10_06_01 AM,control,temperature,26.9
AIMS,2015,5_12,10_36_01 AM,control,temperature,26.9
AIMS,2015,5_12,11_06_01 AM,control,temperature,26.9
AIMS,2015,5_12,11_36_01 AM,control,temperature,26.9
AIMS,2015,5_12,12_06_01 PM,control,temperature,26.9
AIMS,2015,5_12,12_36_01 PM,control,temperature,26.9
AIMS,2015,5_12,1_06_01 PM,control,temperature,26.9
AIMS,2015,5_12,1_36_01 PM,control,temperature,26.9
AIMS,2015,5_12,2_06_01 PM,control,temperature,26.9
AIMS,2015,5_12,2_36_01 PM,control,temperature,26.9
AIMS,2015,5_12,3_06_01 PM,control,temperature,26.9
AIMS,2015,5_12,3_36_01 PM,control,temperature,26.9
AIMS,2015,5_12,4_06_01 PM,control,temperature,26.9
AIMS,2015,5_12,4_36_01 PM,control,temperature,26.9
AIMS,2015,5_12,5_06_01 PM,control,temperature,26.9
AIMS,2015,5_12,5_36_01 PM,control,temperature,26.9
AIMS,2015,5_12,6_06_01 PM,control,temperature,26.9
AIMS,2015,5_12,6_36_01 PM,control,temperature,26.9
AIMS,2015,5_12,7_06_01 PM,control,temperature,26.9
AIMS,2015,5_12,7_36_01 PM,control,temperature,26.9
AIMS,2015,5_12,8_06_01 PM,control,temperature,27.0
AIMS,2015,5_12,8_36_01 PM,control,temperature,27.0
AIMS,2015,5_12,9_06_01 PM,control,temperature,27.0
AIMS,2015,5_12,9_36_01 PM,control,temperature,27.0
AIMS,2015,5_12,10_06_01 PM,control,temperature,27.0
AIMS,2015,5_12,10_36_01 PM,control,temperature,27.0
AIMS,2015,5_12,11_06_01 PM,control,temperature,27.0
AIMS,2015,5_12,11_36_01 PM,control,temperature,27.0
AIMS,2015,5_13,12_06_01 AM,control,temperature,27.0
AIMS,2015,5_13,12_36_01 AM,control,temperature,27.0
AIMS,2015,5_13,1_06_01 AM,control,temperature,27.0
AIMS,2015,5_13,1_36_01 AM,control,temperature,26.9
AIMS,2015,5_13,2_06_01 AM,control,temperature,26.9
AIMS,2015,5_13,2_36_01 AM,control,temperature,26.9
AIMS,2015,5_13,3_06_01 AM,control,temperature,26.9
AIMS,2015,5_13,3_36_01 AM,control,temperature,26.9
AIMS,2015,5_13,4_06_01 AM,control,temperature,26.9
AIMS,2015,5_13,4_36_01 AM,control,temperature,26.9
AIMS,2015,5_13,5_06_01 AM,control,temperature,26.9
AIMS,2015,5_13,5_36_01 AM,control,temperature,26.9
AIMS,2015,5_13,6_06_01 AM,control,temperature,26.9
AIMS,2015,5_13,6_36_01 AM,control,temperature,26.9
AIMS,2015,5_13,7_06_01 AM,control,temperature,26.9
AIMS,2015,5_13,7_36_01 AM,control,temperature,26.8
AIMS,2015,5_13,8_06_01 AM,control,temperature,26.8
AIMS,2015,5_13,8_36_01 AM,control,temperature,26.8
AIMS,2015,5_13,9_06_01 AM,control,temperature,26.9
AIMS,2015,5_13,9_36_01 AM,control,temperature,26.9
AIMS,2015,5_13,10_06_01 AM,control,temperature,26.9
AIMS,2015,5_13,10_36_01 AM,control,temperature,26.9
AIMS,2015,5_13,11_06_01 AM,control,temperature,26.9
AIMS,2015,5_13,11_36_01 AM,control,temperature,26.9
AIMS,2015,5_13,12_06_01 PM,control,temperature,26.9
AIMS,2015,5_13,12_36_01 PM,control,temperature,27.0
AIMS,2015,5_13,1_06_01 PM,control,temperature,27.0
AIMS,2015,5_13,1_36_01 PM,control,temperature,27.0
AIMS,2015,5_13,2_06_01 PM,control,temperature,27.0
AIMS,2015,5_13,2_36_01 PM,control,temperature,27.0
AIMS,2015,5_13,3_06_01 PM,control,temperature,27.0
AIMS,2015,5_13,3_36_01 PM,control,temperature,27.0
AIMS,2015,5_13,4_06_01 PM,control,temperature,27.0
AIMS,2015,5_13,4_36_01 PM,control,temperature,27.1
AIMS,2015,5_13,5_06_01 PM,control,temperature,27.0
AIMS,2015,5_13,5_36_01 PM,control,temperature,27.0
AIMS,2015,5_13,6_06_01 PM,control,temperature,27.0
AIMS,2015,5_13,6_36_01 PM,control,temperature,27.0
AIMS,2015,5_13,7_06_01 PM,control,temperature,27.0
AIMS,2015,5_13,7_36_01 PM,control,temperature,27.0
AIMS,2015,5_13,8_06_01 PM,control,temperature,27.0
