Study,Authors,Year (online),Year (print),Title,,Journal,Pub year IF,2017 IF,Average n,Effect type,Species,Climate (FishBase),Env cue/stimulus?,Cue/stimulus type,Behavioural metric,Life stage,ctrl.n,ctrl.mean,ctrl.var,ctrl.vartype,ctrl.sd,oa.n,oa.mean,oa.var,oa.vartype,oa.sd,lnRR,|lnRR|,Raw mean |lnRR|,Notes,Precise sample size description in text?,Sample size source
a11,Ferrari et al ,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes, ,PLOS One,3.730,2.766,,,Pomacentrus amboinensis,Trop,No,-,"Change in line crosses, water, Fig 4",Juvenile,15,-1.9400,3.4330,SE,13.2960,15,-5.0750,5.3730,SE,20.8095,0.9616,0.9616,,,,
a11,Ferrari et al ,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes, ,PLOS One,3.730,2.766,,,Pomacentrus amboinensis,Trop,Yes,Predator,"Change in line crosses, predator, Fig 4",Juvenile,15,-37.3130,5.5220,SE,21.3866,15,-13.2840,3.2840,SE,12.7189,-1.0328,1.0328,,,,
a11,Ferrari et al ,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes, ,PLOS One,3.730,2.766,,,Pomacentrus amboinensis,Trop,Yes,Predator,"Change in line crosses, conspecifics, Fig 4",Juvenile,15,-39.4030,4.1790,SE,16.1852,15,-28.6570,5.0750,SE,19.6554,-0.3184,0.3184,,,,
a11,Ferrari et al ,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes, ,PLOS One,3.730,2.766,,,Pomacentrus amboinensis,Trop,No,-,"Change in area use, water, Fig 4",Juvenile,15,-0.0760,0.1990,SE,0.7707,15,0.0920,0.2450,SE,0.9489,NA,NA,,,,
a11,Ferrari et al ,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes, ,PLOS One,3.730,2.766,,,Pomacentrus amboinensis,Trop,Yes,Predator,"Change in area use, predator, Fig 4",Juvenile,15,-2.7510,0.4280,SE,1.6576,15,-0.5960,0.3520,SE,1.3633,-1.5295,1.5295,,,,
a11,Ferrari et al ,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes, ,PLOS One,3.730,2.766,,,Pomacentrus amboinensis,Trop,Yes,Predator,"Change in area use, conspecifics, Fig 4",Juvenile,15,-2.5830,0.5660,SE,2.1921,15,-1.4980,0.2750,SE,1.0651,-0.5448,0.5448,,,,
a12,Ferrari et al ,2012,2012,Effects of ocean acidification on visual risk assessment in coral reef fishes, ,Funct Ecol,4.861,5.491,25,Strong,Pomacentrus amboinensis,Trop,Yes,Food,"Prop decrease feeding, 550 uatm",Juvenile,25,0.6510,0.0360,SE,0.1689,25,0.6620,0.0400,SE,0.1876,0.0168,0.0168,0.7764,All proportional changes were of same directionality for control and high CO2 groups and could thus all be used.,N,"Provided in text: ""We tested 22Ð25 fish in each treatment"". Only ranges are provided; we used upper number of ranges to be conservative. "
a12,Ferrari et al ,2012,2012,Effects of ocean acidification on visual risk assessment in coral reef fishes, ,Funct Ecol,4.861,5.491,,,Pomacentrus amboinensis,Trop,Yes,Food,"Prop decrease feeding, 700 uatm",Juvenile,25,0.6510,0.0360,SE,0.1689,25,0.6220,0.0440,SE,0.2064,-0.0456,0.0456,,Removed data points with lnRR variance > 10 from mean effect size computations (see rationale in Methods section of Supplementary File 1),,
a12,Ferrari et al ,2012,2012,Effects of ocean acidification on visual risk assessment in coral reef fishes, ,Funct Ecol,4.861,5.491,,,Pomacentrus amboinensis,Trop,Yes,Food,"Prop decrease feeding, 850 uatm",Juvenile,25,0.6510,0.0360,SE,0.1689,25,0.3890,0.0800,SE,0.3752,-0.5149,0.5149,,,,
a12,Ferrari et al ,2012,2012,Effects of ocean acidification on visual risk assessment in coral reef fishes, ,Funct Ecol,4.861,5.491,,,Pomacentrus amboinensis,Trop,Yes,Food,"Prop decrease line crosses, 550 uatm",Juvenile,25,0.5480,0.0730,SE,0.3424,25,0.5990,0.0680,SE,0.3189,0.0890,0.0890,,,,
a12,Ferrari et al ,2012,2012,Effects of ocean acidification on visual risk assessment in coral reef fishes, ,Funct Ecol,4.861,5.491,,,Pomacentrus amboinensis,Trop,Yes,Food,"Prop decrease line crosses, 700 uatm",Juvenile,25,0.5480,0.0730,SE,0.3424,25,0.4490,0.0860,SE,0.4034,-0.1993,0.1993,,,,
a12,Ferrari et al ,2012,2012,Effects of ocean acidification on visual risk assessment in coral reef fishes, ,Funct Ecol,4.861,5.491,,,Pomacentrus amboinensis,Trop,Yes,Food,"Prop decrease line crosses, 850 uatm",Juvenile,25,0.5480,0.0730,SE,0.3424,25,0.0010,0.1580,SE,0.7411,-6.3063,6.3063,,,,
a12,Ferrari et al ,2012,2012,Effects of ocean acidification on visual risk assessment in coral reef fishes, ,Funct Ecol,4.861,5.491,,,Pomacentrus amboinensis,Trop,Yes,Food,"Prop decrease area use, 550 uatm",Juvenile,25,0.3100,0.0570,SE,0.2674,25,0.3120,0.0670,SE,0.3143,0.0064,0.0064,,,,
a12,Ferrari et al ,2012,2012,Effects of ocean acidification on visual risk assessment in coral reef fishes, ,Funct Ecol,4.861,5.491,,,Pomacentrus amboinensis,Trop,Yes,Food,"Prop decrease area use, 700 uatm",Juvenile,25,0.3100,0.0570,SE,0.2674,25,0.3370,0.0570,SE,0.2674,0.0835,0.0835,,,,
a12,Ferrari et al ,2012,2012,Effects of ocean acidification on visual risk assessment in coral reef fishes, ,Funct Ecol,4.861,5.491,,,Pomacentrus amboinensis,Trop,Yes,Food,"Prop decrease area use, 850 uatm",Juvenile,25,0.3100,0.0570,SE,0.2674,25,0.0610,0.0880,SE,0.4128,-1.6257,1.6257,,,,
a12,Ferrari et al ,2012,2012,Effects of ocean acidification on visual risk assessment in coral reef fishes, ,Funct Ecol,4.861,5.491,,,Pomacentrus amboinensis,Trop,Yes,Food,"Min approach distance, 550 uatm",Juvenile,25,19.3380,0.9620,SE,4.5122,25,16.8800,1.0680,SE,5.0094,-0.1359,0.1359,,,,
a12,Ferrari et al ,2012,2012,Effects of ocean acidification on visual risk assessment in coral reef fishes, ,Funct Ecol,4.861,5.491,,,Pomacentrus amboinensis,Trop,Yes,Food,"Min approach distance, 700 uatm",Juvenile,25,19.3380,0.9620,SE,4.5122,25,18.9100,0.7480,SE,3.5084,-0.0224,0.0224,,,,
a12,Ferrari et al ,2012,2012,Effects of ocean acidification on visual risk assessment in coral reef fishes, ,Funct Ecol,4.861,5.491,,,Pomacentrus amboinensis,Trop,Yes,Food,"Min approach distance, 850 uatm",Juvenile,25,19.3380,0.9620,SE,4.5122,25,14.7440,0.9620,SE,4.5122,-0.2712,0.2712,,,,
a13,Hurst et al,2012,2012,Resiliency of juvenile walleye pollock to projected levels of ocean acidification, ,Mar Ecol Prog Ser,2.546,2.276,30,No,Theragra chalcogramma,Temp,No,-,"Consumption rate, cold phase, point 1",Juvenile,30,0.0200,0.0010,SD,0.0010,30,0.0190,0.0010,SD,0.0010,-0.0513,0.0513,0.0697,,Y,"Provided in text:""...10 fish were introduced into each of 12 experimental treatment tanks..."" (3 tanks for each treatment x 10 fih per tank - n = 30 per treatment)"
a13,Hurst et al,2012,2012,Resiliency of juvenile walleye pollock to projected levels of ocean acidification, ,Mar Ecol Prog Ser,2.546,2.276,,,Theragra chalcogramma,Temp,No,-,"Consumption rate, cold phase, point 2",Juvenile,30,0.0200,0.0010,SD,0.0010,30,0.0180,0.0010,SD,0.0010,-0.1054,0.1054,,,,
a13,Hurst et al,2012,2012,Resiliency of juvenile walleye pollock to projected levels of ocean acidification, ,Mar Ecol Prog Ser,2.546,2.276,,,Theragra chalcogramma,Temp,No,-,"Consumption rate, cold phase, point 3",Juvenile,30,0.0200,0.0010,SD,0.0010,30,0.0180,0.0010,SD,0.0010,-0.1054,0.1054,,,,
a13,Hurst et al,2012,2012,Resiliency of juvenile walleye pollock to projected levels of ocean acidification, ,Mar Ecol Prog Ser,2.546,2.276,,,Theragra chalcogramma,Temp,No,-,"Consumption rate, warm phase, point 1",Juvenile,30,0.0810,0.0060,SD,0.0060,30,0.0860,0.0050,SD,0.0050,0.0599,0.0599,,,,
a13,Hurst et al,2012,2012,Resiliency of juvenile walleye pollock to projected levels of ocean acidification, ,Mar Ecol Prog Ser,2.546,2.276,,,Theragra chalcogramma,Temp,No,-,"Consumption rate, warm phase, point 2",Juvenile,30,0.0810,0.0060,SD,0.0060,30,0.0850,0.0110,SD,0.0110,0.0482,0.0482,,,,
a13,Hurst et al,2012,2012,Resiliency of juvenile walleye pollock to projected levels of ocean acidification, ,Mar Ecol Prog Ser,2.546,2.276,,,Theragra chalcogramma,Temp,No,-,"Consumption rate, warm phase, point 3",Juvenile,30,0.0810,0.0060,SD,0.0060,30,0.0850,0.0060,SD,0.0060,0.0482,0.0482,,,,
a14,Nilsson et al,2012,2012,Near-future carbon dioxide levels alter fish behaviour by interfering with neurotransmitter function, ,Nat Clim Chang,14.472,19.181,14,Strong,Amphiprion percula,Trop,Yes,Predator,"% time in cue, pred vs. seawater",Larvae,9,1.0530,0.5260,SE,1.5780,14,91.5380,1.0260,SE,3.8389,4.4651,4.4650,2.2479,Used before gabazine (Run 1) only,Y,Provided in figures
a14,Nilsson et al,2012,2012,Near-future carbon dioxide levels alter fish behaviour by interfering with neurotransmitter function, ,Nat Clim Chang,14.472,19.181,,,Amphiprion percula,Trop,Yes,Predator,"% time in cue, pred vs. non-pred",Larvae,14,7.3480,1.2780,SE,4.7818,16,53.9940,1.2780,SE,5.1120,1.9944,1.9944,,,,
a14,Nilsson et al,2012,2012,Near-future carbon dioxide levels alter fish behaviour by interfering with neurotransmitter function, ,Nat Clim Chang,14.472,19.181,,,Neopomacentrus azysron,Trop,No,-,Absolute lateralization,Larvae,15,38.6070,7.7990,SE,30.2054,15,29.0530,6.2400,SE,24.1674,-0.2843,0.2843,,,,
a15,Nowicki et al,2012,2012,Interactive effects of elevated temperature and CO2 on foraging behavior of juvenile coral reef fish, ,J Exp Mar Biol Ecol,2.263,1.990,30,No,Amphiprion melanopus,Trop,No,-,"Line crosses (routine), Mid CO2",Juvenile,30,26.4370,2.8740,SE,12.8529,30,38.2180,5.7470,SE,25.7014,0.3685,0.3685,0.1658,Used control temperature (28.5) only,N,"Provided in text: ""...a total a sample size of between 17 and 30 individuals per treatment for behavioral observations..."""
a15,Nowicki et al,2012,2012,Interactive effects of elevated temperature and CO2 on foraging behavior of juvenile coral reef fish, ,J Exp Mar Biol Ecol,2.263,1.990,,,Amphiprion melanopus,Trop,No,-,"Line crosses (routine), High CO2",Juvenile,30,26.4370,2.8740,SE,12.8529,30,35.0570,4.8850,SE,21.8464,0.2822,0.2822,,,,
a15,Nowicki et al,2012,2012,Interactive effects of elevated temperature and CO2 on foraging behavior of juvenile coral reef fish, ,J Exp Mar Biol Ecol,2.263,1.990,,,Amphiprion melanopus,Trop,Yes,Food,"Food strikes, Mid CO2",Juvenile,30,99.2590,7.4070,SE,33.1251,30,93.3330,8.8890,SE,39.7528,-0.0616,0.0616,,,,
a15,Nowicki et al,2012,2012,Interactive effects of elevated temperature and CO2 on foraging behavior of juvenile coral reef fish, ,J Exp Mar Biol Ecol,2.263,1.990,,,Amphiprion melanopus,Trop,Yes,Food,"Food strikes, High CO2",Juvenile,30,99.2590,7.4070,SE,33.1251,30,82.9630,5.9260,SE,26.5019,-0.1793,0.1793,,,,
a15,Nowicki et al,2012,2012,Interactive effects of elevated temperature and CO2 on foraging behavior of juvenile coral reef fish, ,J Exp Mar Biol Ecol,2.263,1.990,,,Amphiprion melanopus,Trop,Yes,Food,"Line crosses (feeding), Mid CO2",Juvenile,30,33.9570,4.0110,SE,17.9377,30,35.5610,4.5450,SE,20.3259,0.0462,0.0462,,,,
a15,Nowicki et al,2012,2012,Interactive effects of elevated temperature and CO2 on foraging behavior of juvenile coral reef fish, ,J Exp Mar Biol Ecol,2.263,1.990,,,Amphiprion melanopus,Trop,Yes,Food,"Line crosses (feeding), High CO2",Juvenile,30,33.9570,4.0110,SE,17.9377,30,32.0860,4.5450,SE,20.3259,-0.0567,0.0567,,,,
a16,Sundin et al,2012,2012,Altered Oceanic pH Impairs Mating Propensity in a Pipefish, ,Ethology,1.947,1.697,20,No,Syngnathus typhle,Temp,Yes,Mate,Time swimming,Adult,22,935.9330,40.1110,SE,188.1373,18,812.2560,46.7970,SE,198.5429,-0.1417,0.1417,0.1417,,Y,"Provided in text: ""18 replicates in the pH- treatment, 25 in the pH+, and 22 in the control."""
a17,Allan et al ,2013,2013,Elevated CO2 Affects Predator-Prey Interactions through Altered Performance, ,PLOS One,3.534,2.766,18,Strong,Pomacentrus amboinensis,Trop,Yes,Predator,Reaction distance,Larvae,19,0.0600,0.0080,SE,0.0330,19,0.0430,0.0070,SE,0.0280,-0.3331,0.3331,0.3083,"For predator-prey exposure treatments, used ctrl-ctrl vs. elevated-elevated only (most realistic in nature)",Y,Provided in figure captions
a17,Allan et al ,2013,2013,Elevated CO2 Affects Predator-Prey Interactions through Altered Performance, ,PLOS One,3.534,2.766,,,Pomacentrus amboinensis,Trop,Yes,Predator,Apparent looming threshold,Larvae,17,5.4900,0.6620,SE,2.7295,16,6.0000,0.7720,SE,3.2753,0.0888,0.0888,,,,
a17,Allan et al ,2013,2013,Elevated CO2 Affects Predator-Prey Interactions through Altered Performance, ,PLOS One,3.534,2.766,,,Pomacentrus amboinensis,Trop,Yes,Predator,Escape distance,Larvae,17,0.0910,0.0900,SE,0.3923,18,0.0510,0.0080,SE,0.0349,-0.5790,0.5790,,,,
a17,Allan et al ,2013,2013,Elevated CO2 Affects Predator-Prey Interactions through Altered Performance, ,PLOS One,3.534,2.766,,,Pseudochromis fuscus,Trop,Yes,Prey,Predation rate,Larvae,21,0.1420,0.0520,SE,0.2383,21,0.2160,0.0680,SE,0.3116,0.4195,0.4195,,,,
a17,Allan et al ,2013,2013,Elevated CO2 Affects Predator-Prey Interactions through Altered Performance, ,PLOS One,3.534,2.766,,,Pseudochromis fuscus,Trop,Yes,Prey,Predator attack distance,Larvae,17,0.0700,0.0070,SE,0.0289,16,0.0790,0.0080,SE,0.0320,0.1210,0.1210,,,,
a18,Bignami et al,2012,2013,"Response to ocean acidification in larvae of a large tropical marine fish, Rachycentron canadum", ,Glob Change Biol,6.910,8.997,60,No,Rachycentron canadum,Subtrop,No,-,"Mean track length, Mid CO2, routine",Larvae,60,42.2700,4.4200,SE,34.2372,60,39.2700,2.1800,SE,16.8862,-0.0736,0.0736,0.0938,Mean angle change and net-to-gross displacement not used due to nature of the data (lnRR cannot be confidently applied to angular changes) ,N,"Provided in text: ""Prior to the first daily feeding, three subsamples of five fish each were removed from each replicate tank...""; 12 replicate tanks that we assumed were divided equally among treatments; therefore, 3 subsamples x 5 fish x 4 tanks per treatment = 60 fish"
a18,Bignami et al,2012,2013,"Response to ocean acidification in larvae of a large tropical marine fish, Rachycentron canadum", ,Glob Change Biol,6.910,8.997,,,Rachycentron canadum,Subtrop,No,-,"Mean track length, High CO2, routine",Larvae,60,42.2700,4.4200,SE,34.2372,60,40.1500,3.1500,SE,24.3998,-0.0515,0.0515,,Data collected from Table S3 in Supporting Information,,
a18,Bignami et al,2012,2013,"Response to ocean acidification in larvae of a large tropical marine fish, Rachycentron canadum", ,Glob Change Biol,6.910,8.997,,,Rachycentron canadum,Subtrop,No,-,"Mean speed, Mid CO2, routine",Larvae,60,0.3500,0.0400,SE,0.3098,60,0.3270,0.0200,SE,0.1549,-0.0680,0.0680,,,,
a18,Bignami et al,2012,2013,"Response to ocean acidification in larvae of a large tropical marine fish, Rachycentron canadum", ,Glob Change Biol,6.910,8.997,,,Rachycentron canadum,Subtrop,No,-,"Mean speed, High CO2, routine",Larvae,60,0.3500,0.0400,SE,0.3098,60,0.3400,0.0300,SE,0.2324,-0.0290,0.0290,,,,
a18,Bignami et al,2012,2013,"Response to ocean acidification in larvae of a large tropical marine fish, Rachycentron canadum", ,Glob Change Biol,6.910,8.997,,,Rachycentron canadum,Subtrop,No,-,"Max speed, Mid CO2, routine",Larvae,60,3.7900,0.4400,SE,3.4082,60,3.3900,0.1800,SE,1.3943,-0.1115,0.1115,,,,
a18,Bignami et al,2012,2013,"Response to ocean acidification in larvae of a large tropical marine fish, Rachycentron canadum", ,Glob Change Biol,6.910,8.997,,,Rachycentron canadum,Subtrop,No,-,"Max speed, High CO2, routine",Larvae,60,3.7900,0.4400,SE,3.4082,60,3.7000,0.1600,SE,1.2394,-0.0240,0.0240,,,,
a18,Bignami et al,2012,2013,"Response to ocean acidification in larvae of a large tropical marine fish, Rachycentron canadum", ,Glob Change Biol,6.910,8.997,,,Rachycentron canadum,Subtrop,Yes,Food,"Mean track length, Mid CO2, olfactory stimulation",Larvae,60,41.3500,1.0200,SE,7.9009,60,39.3100,2.0700,SE,16.0342,-0.0506,0.0506,,,,
a18,Bignami et al,2012,2013,"Response to ocean acidification in larvae of a large tropical marine fish, Rachycentron canadum", ,Glob Change Biol,6.910,8.997,,,Rachycentron canadum,Subtrop,Yes,Food,"Mean track length, High CO2, olfactory stimulation",Larvae,60,41.3500,1.0200,SE,7.9009,60,34.9400,3.5000,SE,27.1109,-0.1684,0.1684,,,,
a18,Bignami et al,2012,2013,"Response to ocean acidification in larvae of a large tropical marine fish, Rachycentron canadum", ,Glob Change Biol,6.910,8.997,,,Rachycentron canadum,Subtrop,Yes,Food,"Mean speed, Mid CO2, olfactory stimulation",Larvae,60,0.3500,0.0100,SE,0.0775,60,0.3280,0.0200,SE,0.1549,-0.0649,0.0649,,,,
a18,Bignami et al,2012,2013,"Response to ocean acidification in larvae of a large tropical marine fish, Rachycentron canadum", ,Glob Change Biol,6.910,8.997,,,Rachycentron canadum,Subtrop,Yes,Food,"Mean speed, High CO2, olfactory stimulation",Larvae,60,0.3500,0.0100,SE,0.0775,60,0.2900,0.0300,SE,0.2324,-0.1881,0.1881,,,,
a18,Bignami et al,2012,2013,"Response to ocean acidification in larvae of a large tropical marine fish, Rachycentron canadum", ,Glob Change Biol,6.910,8.997,,,Rachycentron canadum,Subtrop,Yes,Food,"Max speed, Mid CO2, olfactory stimulation",Larvae,60,4.0000,0.2400,SE,1.8590,60,3.4700,0.3400,SE,2.6336,-0.1421,0.1421,,,,
a18,Bignami et al,2012,2013,"Response to ocean acidification in larvae of a large tropical marine fish, Rachycentron canadum", ,Glob Change Biol,6.910,8.997,,,Rachycentron canadum,Subtrop,Yes,Food,"Max speed, High CO2, olfactory stimulation",Larvae,60,4.0000,0.2400,SE,1.8590,60,3.4300,0.5800,SE,4.4927,-0.1537,0.1537,,,,
a19,Forsgen et al,2013,2013,Elevated CO 2 affects embryonic development and larval phototaxis in a temperate marine fish, ,Ecol Evol,1.658,2.340,10,Strong,Gobiusculus flavescens,Temp,Yes,Light,Phototaxis,Larvae,14,35.6650,6.1220,SE,22.9064,11,62.2810,6.9200,SE,22.9510,0.5575,0.5575,0.5212,,Y,Provided in figure
a19,Forsgen et al,2013,2013,Elevated CO 2 affects embryonic development and larval phototaxis in a temperate marine fish, ,Ecol Evol,1.658,2.340,,,Gobiusculus flavescens,Temp,Yes,Light,Swim time,Larvae,7,64.1150,8.5420,SE,22.6000,7,39.4790,5.0000,SE,13.2288,-0.4849,0.4849,,,,
a20,Jutfelt & Hedgarde,2013,2013,"Atlantic cod actively avoid CO2 and predator odour, even after long-term CO2 exposure", ,Front Zool,2.304,3.627,16,Strong,Gadus morhua,Temp,Yes,Physical Seawater,% time in control water (vs. CO2 water),Juvenile,19,89.9740,3.4760,SE,15.1515,12,85.7680,5.2550,SE,18.2039,-0.0479,0.0479,0.0304,,Y,Provided in figure captions
a20,Jutfelt & Hedgarde,2013,2013,"Atlantic cod actively avoid CO2 and predator odour, even after long-term CO2 exposure", ,Front Zool,2.304,3.627,,,Gadus morhua,Temp,Yes,Predator,% time in control water (vs. predator cue),Juvenile,19,63.4330,4.1790,SE,18.2158,12,64.2540,2.8360,SE,9.8242,0.0129,0.0129,,,,
a21,Jutfelt et al,2013,2013,Behavioural Disturbances in a Temperate Fish Exposed to Sustained High-CO2 Levels, ,PLOS One,3.534,2.766,21,Strong,Gasterosteus aculeatus,Subtrop,No,-,Absolute lateralization 20 days,Adult,20,41.6670,4.8350,SE,21.6228,20,21.5020,4.7330,SE,21.1666,-0.6616,0.6616,1.1119,,Y,Provided in figure captions and/or text
a21,Jutfelt et al,2013,2013,Behavioural Disturbances in a Temperate Fish Exposed to Sustained High-CO2 Levels, ,PLOS One,3.534,2.766,,,Gasterosteus aculeatus,Subtrop,No,-,Absolute lateralization 40 days,Adult,25,42.9010,4.1150,SE,18.4028,25,12.3460,2.9840,SE,13.3449,-1.2456,1.2456,,,,
a21,Jutfelt et al,2013,2013,Behavioural Disturbances in a Temperate Fish Exposed to Sustained High-CO2 Levels, ,PLOS One,3.534,2.766,,,Gasterosteus aculeatus,Subtrop,Yes,Novel object,Time spent investigating,Adult,20,68.6050,7.9070,SE,35.3612,20,13.9530,3.4880,SE,15.5988,-1.5927,1.5927,,,,
a21,Jutfelt et al,2013,2013,Behavioural Disturbances in a Temperate Fish Exposed to Sustained High-CO2 Levels, ,PLOS One,3.534,2.766,,,Gasterosteus aculeatus,Subtrop,Yes,Shelter,Escape time 20 days,Adult,20,27.2610,12.2740,SE,54.8910,20,36.0470,12.4030,SE,55.4679,0.2794,0.2794,,,,
a21,Jutfelt et al,2013,2013,Behavioural Disturbances in a Temperate Fish Exposed to Sustained High-CO2 Levels, ,PLOS One,3.534,2.766,,,Gasterosteus aculeatus,Subtrop,Yes,Shelter,Escape time 40 days,Adult,20,5.5560,0.7750,SE,3.4659,20,32.9460,9.1730,SE,41.0229,1.7800,1.7800,,,,
a22,Lšnnstedt et al,2013,2013,Ocean acidification and responses to predators: can sensory redundancy reduce the apparent impacts of elevated CO2 on fish?, ,Ecol Evol,1.658,2.340,28,Strong,Pomacentrus amboinensis,Trop,Yes,Predator,"Mean change bite rate, conspecific skin, Fig1",Larvae,29,18.1210,3.1460,SE,16.9417,29,2.1810,1.6360,SE,8.8101,-2.1173,2.1173,1.8029,"Excluded data where change in behaviour were of different directions between the control and experimental groups because lnRR cannot be calculateed for such data (excluded data represented by ""NA"" in lnRR column)",N,"Obtained from degrees of freedom statistical reporting. We added the number of treatments to the total degrees of freedom (i.e., df2 for reported test stats) and then divided that by the number of treatments to get the sample size for each treatment; we rounded all decimal values up to be conservative"
a22,Lšnnstedt et al,2013,2013,Ocean acidification and responses to predators: can sensory redundancy reduce the apparent impacts of elevated CO2 on fish?, ,Ecol Evol,1.658,2.340,,,Pomacentrus amboinensis,Trop,Yes,Predator,"Mean change bite rate, heterospecific skin, Fig1",Larvae,29,2.1810,1.6780,SE,9.0363,29,0.6710,1.3420,SE,7.2269,-1.1788,1.1788,,Removed data points with lnRR variance > 10 from mean effect size computations (see rationale in Methods section of Supplementary File 1),,"Fig 1: sample size for individual groups was estimated as 29. Provided in text: ""(Pillai's Trace: F6,166 = 0.23, P = 0.002; Fig. _1)."" 166 + 6 = 172/6 = 28.7 (rounded up to 29)"
a22,Lšnnstedt et al,2013,2013,Ocean acidification and responses to predators: can sensory redundancy reduce the apparent impacts of elevated CO2 on fish?, ,Ecol Evol,1.658,2.340,,,Pomacentrus amboinensis,Trop,No,-,"Mean change bite rate, saltwater control, Fig1",Larvae,29,1.8460,1.5100,SE,8.1316,29,1.3420,1.6780,SE,9.0363,-0.3189,0.3189,,Added 0.0001 to 0 values,,"Fig 2: sample size for individual groups was estimated as 29. Provided in text: ""(Pillai's Trace: F3,164 = 0.14, P = 0.4; Fig.2)."" 164 + 6 = 170/6 = 28.5 (rounded up to 29)"
a22,Lšnnstedt et al,2013,2013,Ocean acidification and responses to predators: can sensory redundancy reduce the apparent impacts of elevated CO2 on fish?, ,Ecol Evol,1.658,2.340,,,Pomacentrus amboinensis,Trop,Yes,Predator,"Mean change activity, conspecific skin, Fig1",Larvae,29,13.6520,3.2540,SE,17.5233,29,0.9570,2.4880,SE,13.3983,-2.6578,2.6578,,,,"Fig 3: sample size for individual groups was estimated as 29. Provided in text: ""(Pillai's Trace: F3,164 = 0.69, P = 0.001; Fig. _Fig.3)."" 164 + 6 = 170/6 = 28.5 (rounded up to 29)"
a22,Lšnnstedt et al,2013,2013,Ocean acidification and responses to predators: can sensory redundancy reduce the apparent impacts of elevated CO2 on fish?, ,Ecol Evol,1.658,2.340,,,Pomacentrus amboinensis,Trop,Yes,Predator,"Mean change activity, heterospecific skin, Fig1",Larvae,29,2.5520,2.5520,SE,13.7429,29,0.8930,2.0410,SE,10.9911,-1.0500,1.0500,,,,
a22,Lšnnstedt et al,2013,2013,Ocean acidification and responses to predators: can sensory redundancy reduce the apparent impacts of elevated CO2 on fish?, ,Ecol Evol,1.658,2.340,,,Pomacentrus amboinensis,Trop,No,-,"Mean change activity, saltwater control, Fig1",Larvae,29,1.1480,1.5310,SE,8.2447,29,1.0210,2.0410,SE,10.9911,-0.1172,0.1172,,,,
a22,Lšnnstedt et al,2013,2013,Ocean acidification and responses to predators: can sensory redundancy reduce the apparent impacts of elevated CO2 on fish?, ,Ecol Evol,1.658,2.340,,,Pomacentrus amboinensis,Trop,Yes,Predator,"Mean change in shelter use, conspecific skin, Fig1",Larvae,29,11.2110,8.0720,SE,43.4691,29,0.8970,1.7940,SE,9.6610,-2.5256,2.5256,,,,
a22,Lšnnstedt et al,2013,2013,Ocean acidification and responses to predators: can sensory redundancy reduce the apparent impacts of elevated CO2 on fish?, ,Ecol Evol,1.658,2.340,,,Pomacentrus amboinensis,Trop,Yes,Predator,"Mean change in shelter use, heterospecific skin, Fig1",Larvae,29,0.7470,0.7470,SE,4.0227,29,1.6440,1.6440,SE,8.8532,0.7888,0.7888,,,,
a22,Lšnnstedt et al,2013,2013,Ocean acidification and responses to predators: can sensory redundancy reduce the apparent impacts of elevated CO2 on fish?, ,Ecol Evol,1.658,2.340,,,Pomacentrus amboinensis,Trop,No,-,"Mean change in shelter use, saltwater control, Fig1",Larvae,29,1.6440,1.6440,SE,8.8532,29,0.0001,1.1960,SE,6.4407,-9.7075,9.7075,,,,
a22,Lšnnstedt et al,2013,2013,Ocean acidification and responses to predators: can sensory redundancy reduce the apparent impacts of elevated CO2 on fish?, ,Ecol Evol,1.658,2.340,,,Pomacentrus amboinensis,Trop,Yes,Predator,"Mean change bite rate, predator, Fig2",Larvae,29,38.0710,3.2360,SE,17.4264,29,32.4870,2.5380,SE,13.6675,-0.1586,0.1586,,,,
a22,Lšnnstedt et al,2013,2013,Ocean acidification and responses to predators: can sensory redundancy reduce the apparent impacts of elevated CO2 on fish?, ,Ecol Evol,1.658,2.340,,,Pomacentrus amboinensis,Trop,Yes,Kin,"Mean change bite rate, goby, Fig2",Larvae,29,5.5840,2.2840,SE,12.2997,29,0.5080,2.0300,SE,10.9319,-2.3972,2.3972,,,,
a22,Lšnnstedt et al,2013,2013,Ocean acidification and responses to predators: can sensory redundancy reduce the apparent impacts of elevated CO2 on fish?, ,Ecol Evol,1.658,2.340,,,Pomacentrus amboinensis,Trop,No,-,"Mean change bite rate, empty bag, Fig2",Larvae,29,1.0050,1.5080,SE,8.1208,29,-0.5030,1.0050,SE,5.4121,NA,NA,,,,
a22,Lšnnstedt et al,2013,2013,Ocean acidification and responses to predators: can sensory redundancy reduce the apparent impacts of elevated CO2 on fish?, ,Ecol Evol,1.658,2.340,,,Pomacentrus amboinensis,Trop,Yes,Predator,"Mean change activity, predator, Fig2",Larvae,29,41.3710,5.5840,SE,30.0708,29,35.2790,5.0760,SE,27.3351,-0.1593,0.1593,,,,
