Study,Authors,Year (online),Year (print),Title,,Journal,Pub year IF,2017 IF,Average n,Effect type,Species,Climate (FishBase),Env cue/stimulus?,Cue/stimulus type,Behavioural metric,Life stage,ctrl.n,ctrl.mean,ctrl.var,ctrl.vartype,ctrl.sd,oa.n,oa.mean,oa.var,oa.vartype,oa.sd,lnRR,|lnRR|,Raw mean |lnRR|,Notes,Precise sample size description in text?,Sample size source
a72,Davis et al,2018,2018,Juvenile rockfish show resilience to CO2- acidification and hypoxia across multiple biological scales, ,Conserv Physiol,3.460,3.460,24,No,Sebastes spp.,Trop,Yes,-,"New area explored, 1 week, seawater cue",Juvenile,24,26.0520,1.9780,SE,9.6902,24,32.1760,1.9780,SE,9.6902,0.2111,0.2111,0.1213,Only assessed normoxic treatment,N,"Provided in text ""At both 1 and 3 weeks acclimation time points, six behavior trials (with six individuals in each trial) took place each day for 3 days (n = 9 per PCO2/DO treatment per day, and n = 27 per PCO2/DO treatment each week)"". But in figure caption of Fig 3 range 17-24 is given, hence high-end value of 24 is used"
a72,Davis et al,2018,2018,Juvenile rockfish show resilience to CO2- acidification and hypoxia across multiple biological scales, ,Conserv Physiol,3.460,3.460,,,Sebastes spp.,Trop,Yes,-,"New area explored, 3 weeks, seawater cue",Juvenile,24,27.5900,2.9680,SE,14.5402,24,22.3740,2.7880,SE,13.6584,-0.2096,0.2096,,,,
a72,Davis et al,2018,2018,Juvenile rockfish show resilience to CO2- acidification and hypoxia across multiple biological scales, ,Conserv Physiol,3.460,3.460,,,Sebastes spp.,Trop,Yes,-,"Activity (lines crossed), 1 week, seawater cue",Juvenile,24,108.7660,7.1430,SE,34.9934,24,123.0520,8.7660,SE,42.9445,0.1234,0.1234,,,,
a72,Davis et al,2018,2018,Juvenile rockfish show resilience to CO2- acidification and hypoxia across multiple biological scales, ,Conserv Physiol,3.460,3.460,,,Sebastes spp.,Trop,Yes,-,"Activity (lines crossed), 3 weeks, seawater cue",Juvenile,24,97.8900,7.7920,SE,38.1728,24,94.6440,12.6620,SE,62.0309,-0.0337,0.0337,,,,
a72,Davis et al,2018,2018,Juvenile rockfish show resilience to CO2- acidification and hypoxia across multiple biological scales, ,Conserv Physiol,3.460,3.460,,,Sebastes spp.,Trop,Yes,Predator,"New area explored, 1 week, alarm cue",Juvenile,24,26.0520,2.6820,SE,13.1391,24,23.6910,2.2530,SE,11.0374,-0.0950,0.0950,,,,
a72,Davis et al,2018,2018,Juvenile rockfish show resilience to CO2- acidification and hypoxia across multiple biological scales, ,Conserv Physiol,3.460,3.460,,,Sebastes spp.,Trop,Yes,Predator,"New area explored, 3 weeks, alarm cue",Juvenile,24,24.2270,2.5750,SE,12.6149,24,20.0430,2.5750,SE,12.6149,-0.1896,0.1896,,,,
a72,Davis et al,2018,2018,Juvenile rockfish show resilience to CO2- acidification and hypoxia across multiple biological scales, ,Conserv Physiol,3.460,3.460,,,Sebastes spp.,Trop,Yes,Predator,"Activity (lines crossed), 1 week, alarm cue",Juvenile,24,122.9380,10.4380,SE,51.1355,24,110.5670,9.2780,SE,45.4527,-0.1061,0.1061,,,,
a72,Davis et al,2018,2018,Juvenile rockfish show resilience to CO2- acidification and hypoxia across multiple biological scales, ,Conserv Physiol,3.460,3.460,,,Sebastes spp.,Trop,Yes,Predator,"Activity (lines crossed), 3 weeks, alarm cue",Juvenile,24,98.5820,6.1860,SE,30.3051,24,98.3980,11.2110,SE,54.9225,-0.0019,0.0019,,,,
a73,Davis et al,2017,2018,Antarctic emerald rockcod have the capacity to compensate for warming when uncoupled from CO2-acidification,  ,Glob Change Biol,8.997,8.997,10,No,Trematomus bernacchii,Polar,Yes,Light,"% time in dark zone, Mid CO2",Juvenile,8,52.9270,5.8550,SE,16.5604,8,54.0980,6.5570,SE,18.5460,0.0219,0.0219,0.1962,Used control temperature only,N,Provided in figure captions. Only range is provided for time active; we used upper number of ranges to be conservative. 
a73,Davis et al,2017,2018,Antarctic emerald rockcod have the capacity to compensate for warming when uncoupled from CO2-acidification, ,Glob Change Biol,8.997,8.997,,,Trematomus bernacchii,Polar,Yes,Light,"% time in dark zone, High CO2",Juvenile,8,52.9270,5.8550,SE,16.5604,6,45.6670,2.3420,SE,5.7367,-0.1475,0.1475,,SD calcualted from IQR assuming normal distribution: SD = IQR/1.35,,
a73,Davis et al,2017,2018,Antarctic emerald rockcod have the capacity to compensate for warming when uncoupled from CO2-acidification, ,Glob Change Biol,8.997,8.997,,,Trematomus bernacchii,Polar,Yes,Novel object,"Time active, Mid CO2, 7 days",Juvenile,10,576.0000,88.1440,IQR,65.2919,10,524.3080,103.6200,IQR,76.7556,-0.0940,0.0940,,Data from Fig. 6 (novel object) not included because no variance associated with response variable,,
a73,Davis et al,2017,2018,Antarctic emerald rockcod have the capacity to compensate for warming when uncoupled from CO2-acidification, ,Glob Change Biol,8.997,8.997,,,Trematomus bernacchii,Polar,Yes,Novel object,"Time active, High CO2, 7 days",Juvenile,10,576.0000,88.1440,IQR,65.2919,10,588.9230,44.8450,IQR,33.2185,0.0222,0.0222,,,,
a73,Davis et al,2017,2018,Antarctic emerald rockcod have the capacity to compensate for warming when uncoupled from CO2-acidification, ,Glob Change Biol,8.997,8.997,,,Trematomus bernacchii,Polar,Yes,Novel object,"Time active, Mid CO2, 14 days",Juvenile,10,504.9230,89.6910,IQR,66.4378,10,534.4620,197.9380,IQR,146.6207,0.0569,0.0569,,,,
a73,Davis et al,2017,2018,Antarctic emerald rockcod have the capacity to compensate for warming when uncoupled from CO2-acidification, ,Glob Change Biol,8.997,8.997,,,Trematomus bernacchii,Polar,Yes,Novel object,"Time active, High CO2, 14 days",Juvenile,10,504.9230,89.6910,IQR,66.4378,10,469.8460,146.9070,IQR,108.8200,-0.0720,0.0720,,,,
a73,Davis et al,2017,2018,Antarctic emerald rockcod have the capacity to compensate for warming when uncoupled from CO2-acidification, ,Glob Change Biol,8.997,8.997,,,Trematomus bernacchii,Polar,Yes,Novel object,"Time in center zone, Mid CO2, 7 days, Fig S1",Juvenile,10,141.8920,214.8650,IQR,159.1593,10,120.2700,74.3240,IQR,55.0548,-0.1653,0.1653,,,,
a73,Davis et al,2017,2018,Antarctic emerald rockcod have the capacity to compensate for warming when uncoupled from CO2-acidification, ,Glob Change Biol,8.997,8.997,,,Trematomus bernacchii,Polar,Yes,Novel object,"Time in center zone, High CO2, 7 days, Fig S1",Juvenile,10,141.8920,214.8650,IQR,159.1593,10,102.7030,118.9190,IQR,88.0881,-0.3232,0.3232,,,,
a73,Davis et al,2017,2018,Antarctic emerald rockcod have the capacity to compensate for warming when uncoupled from CO2-acidification, ,Glob Change Biol,8.997,8.997,,,Trematomus bernacchii,Polar,Yes,Novel object,"Time in center zone, Mid CO2, 14 days, Fig S1",Juvenile,10,125.6760,109.4590,IQR,81.0807,10,118.9190,101.3510,IQR,75.0748,-0.0553,0.0553,,,,
a73,Davis et al,2017,2018,Antarctic emerald rockcod have the capacity to compensate for warming when uncoupled from CO2-acidification, ,Glob Change Biol,8.997,8.997,,,Trematomus bernacchii,Polar,Yes,Novel object,"Time in center zone, High CO2, 14 days, Fig S1",Juvenile,10,125.6760,109.4590,IQR,81.0807,10,67.5680,40.5410,IQR,30.0304,-0.6206,0.6206,,,,
a73,Davis et al,2017,2018,Antarctic emerald rockcod have the capacity to compensate for warming when uncoupled from CO2-acidification, ,Glob Change Biol,8.997,8.997,,,Trematomus bernacchii,Polar,Yes,Novel object,"% time in center zone, Mid CO2, 7 days, Fig S2",Juvenile,10,33.1480,7.5210,SE,23.7835,10,22.5630,4.4570,SE,14.0943,-0.3847,0.3847,,,,
a73,Davis et al,2017,2018,Antarctic emerald rockcod have the capacity to compensate for warming when uncoupled from CO2-acidification, ,Glob Change Biol,8.997,8.997,,,Trematomus bernacchii,Polar,Yes,Novel object,"% time in center zone, High CO2, 7 days, Fig S2",Juvenile,10,33.1480,7.5210,SE,23.7835,10,25.6270,6.6850,SE,21.1398,-0.2573,0.2573,,,,
a73,Davis et al,2017,2018,Antarctic emerald rockcod have the capacity to compensate for warming when uncoupled from CO2-acidification, ,Glob Change Biol,8.997,8.997,,,Trematomus bernacchii,Polar,Yes,Novel object,"% time in center zone, Mid CO2, 14 days, Fig S2",Juvenile,10,22.2840,4.7350,SE,14.9734,10,26.7410,6.1280,SE,19.3784,0.1823,0.1823,,,,
a73,Davis et al,2017,2018,Antarctic emerald rockcod have the capacity to compensate for warming when uncoupled from CO2-acidification, ,Glob Change Biol,8.997,8.997,,,Trematomus bernacchii,Polar,Yes,Novel object,"% time in center zone, High CO2, 14 days, Fig S2",Juvenile,10,22.2840,4.7350,SE,14.9734,10,13.6490,1.9500,SE,6.1664,-0.4902,0.4902,,,,
a73,Davis et al,2017,2018,Antarctic emerald rockcod have the capacity to compensate for warming when uncoupled from CO2-acidification, ,Glob Change Biol,8.997,8.997,,,Trematomus bernacchii,Polar,Yes,Novel object,"% time in middle zone, Mid CO2, 7 days, Fig S2",Juvenile,10,45.6820,6.6850,SE,21.1398,10,49.5820,5.0140,SE,15.8557,0.0819,0.0819,,,,
a73,Davis et al,2017,2018,Antarctic emerald rockcod have the capacity to compensate for warming when uncoupled from CO2-acidification, ,Glob Change Biol,8.997,8.997,,,Trematomus bernacchii,Polar,Yes,Novel object,"% time in middle zone, High CO2, 7 days, Fig S2",Juvenile,10,45.6820,6.6850,SE,21.1398,10,49.3040,6.6850,SE,21.1398,0.0763,0.0763,,,,
a73,Davis et al,2017,2018,Antarctic emerald rockcod have the capacity to compensate for warming when uncoupled from CO2-acidification, ,Glob Change Biol,8.997,8.997,,,Trematomus bernacchii,Polar,Yes,Novel object,"% time in middle zone, Mid CO2, 14 days, Fig S2",Juvenile,10,53.2030,4.4570,SE,14.0943,10,55.4320,4.4570,SE,14.0943,0.0410,0.0410,,,,
a73,Davis et al,2017,2018,Antarctic emerald rockcod have the capacity to compensate for warming when uncoupled from CO2-acidification, ,Glob Change Biol,8.997,8.997,,,Trematomus bernacchii,Polar,Yes,Novel object,"% time in middle zone, High CO2, 14 days, Fig S2",Juvenile,10,53.2030,4.4570,SE,14.0943,10,66.5740,1.9500,SE,6.1664,0.2242,0.2242,,,,
a73,Davis et al,2017,2018,Antarctic emerald rockcod have the capacity to compensate for warming when uncoupled from CO2-acidification, ,Glob Change Biol,8.997,8.997,,,Trematomus bernacchii,Polar,Yes,Novel object,"Time in thigmotaxic zone, Mid CO2, 7 days, Fig S1",Juvenile,10,20.6130,5.8500,SE,18.4993,10,26.7410,5.8500,SE,18.4993,0.2603,0.2603,,,,
a73,Davis et al,2017,2018,Antarctic emerald rockcod have the capacity to compensate for warming when uncoupled from CO2-acidification, ,Glob Change Biol,8.997,8.997,,,Trematomus bernacchii,Polar,Yes,Novel object,"Time in thigmotaxic zone, High CO2, 7 days, Fig S1",Juvenile,10,20.6130,5.8500,SE,18.4993,10,24.5130,6.6850,SE,21.1398,0.1733,0.1733,,,,
a73,Davis et al,2017,2018,Antarctic emerald rockcod have the capacity to compensate for warming when uncoupled from CO2-acidification, ,Glob Change Biol,8.997,8.997,,,Trematomus bernacchii,Polar,Yes,Novel object,"Time in thigmotaxic zone, Mid CO2, 14 days, Fig S1",Juvenile,10,23.9550,7.7990,SE,24.6626,10,16.7130,3.6210,SE,11.4506,-0.3600,0.3600,,,,
a73,Davis et al,2017,2018,Antarctic emerald rockcod have the capacity to compensate for warming when uncoupled from CO2-acidification, ,Glob Change Biol,8.997,8.997,,,Trematomus bernacchii,Polar,Yes,Novel object,"Time in thigmotaxic zone, High CO2, 14 days, Fig S1",Juvenile,10,23.9550,7.7990,SE,24.6626,10,19.4990,5.5710,SE,17.6170,-0.2058,0.2058,,,,
a74,Goldenberg et al,2018,2018,Ecological complexity buffers the impacts of future climate on marine consumers, ,Nat Clim Change,19.181,19.181,105,Weak,Not provided,Not provided,Yes,Prey,Visual cue attraction,Not provided,165,50.7950,6.4770,SE,83.1986,165,30.3410,5.7950,SE,74.4381,-0.5153,0.5153,0.2892,Risk taking was standardized for density by dividing y-values by x-values for each data point; data relect means and vaiance of those data points,N,"Sample sizes unclear. Given that mesocosm experiments were conducted on ""consumers"" we summed the number of consumers introduced to each mesocosm (Table S10; N = 55 per mesocosm) and multiplied that number by the number of mesocosms sampled (provided in fugure captions)"
a74,Goldenberg et al,2018,2018,Ecological complexity buffers the impacts of future climate on marine consumers, ,Nat Clim Change,19.181,19.181,,,Not provided,Not provided,Yes,Prey,Olfactory cue attraction,Not provided,165,48.7500,6.4770,SE,83.1986,165,31.3640,5.1140,SE,65.6905,-0.4410,0.4410,,,,Shunting success - Provided in  figure caption
a74,Goldenberg et al,2018,2018,Ecological complexity buffers the impacts of future climate on marine consumers, ,Nat Clim Change,19.181,19.181,,,Not provided,Not provided,Yes,Prey,Multiple sense cue attraction,Not provided,165,49.5760,7.1190,SE,91.4452,165,56.6950,2.5420,SE,32.6526,0.1342,0.1342,,,,
a74,Goldenberg et al,2018,2018,Ecological complexity buffers the impacts of future climate on marine consumers, ,Nat Clim Change,19.181,19.181,,,Not provided,Not provided,Yes,Prey,Hunting success,Not provided,53,95.0430,9.9460,SE,72.4080,62,117.8760,10.2330,SE,80.5747,0.2153,0.2153,,,,
a74,Goldenberg et al,2018,2018,Ecological complexity buffers the impacts of future climate on marine consumers, ,Nat Clim Change,19.181,19.181,,,Not provided,Not provided,Yes,Prey,Feeding activity,Not provided,165,0.4400,0.0330,SE,0.4239,165,0.3900,0.0690,SE,0.8863,-0.1206,0.1206,,,,
a74,Goldenberg et al,2018,2018,Ecological complexity buffers the impacts of future climate on marine consumers, ,Nat Clim Change,19.181,19.181,,,Not provided,Not provided,No,-,"Risk taking (density-stndardized), no predator",Not provided,9,0.8731,0.8548,SE,2.5645,8,0.8064,0.4122,SE,1.1658,-0.0795,0.0795,,,,
a74,Goldenberg et al,2018,2018,Ecological complexity buffers the impacts of future climate on marine consumers, ,Nat Clim Change,19.181,19.181,,,Not provided,Not provided,Yes,Predator,"Risk taking (density-stndardized), predator",Not provided,9,0.1592,0.2355,SD,0.2355,8,0.2674,0.2812,SD,0.2812,0.5186,0.5186,,,,
a75,Laubenstein et al,2018,2018,Correlated Effects of Ocean Acidification and Warming on Behavioral and Metabolic Traits of a Large Pelagic Fish, ,Diversity,-,-,34,No,Seriola lalandi,Subtrop,No,-,Escape distance (distance traveled),Larvae,29,1395.2334,904.1051,SD,904.1051,38,1542.2421,1075.0644,SD,1075.0644,0.1002,0.1002,0.1075,Used control temperature only,Y,Provided in figure caption
a75,Laubenstein et al,2018,2018,Correlated Effects of Ocean Acidification and Warming on Behavioral and Metabolic Traits of a Large Pelagic Fish, ,Diversity,-,-,,,Seriola lalandi,Subtrop,No,-,Escape speed (average velocity),Larvae,29,2.6755,0.9309,SD,0.9309,38,2.6514,0.9966,SD,0.9966,-0.0090,0.0090,,Data collected from raw data file online: https://research.jcu.edu.au/researchdata/default/detail/ea99a41416524cd7e3ca82d709edff3d/,,
a75,Laubenstein et al,2018,2018,Correlated Effects of Ocean Acidification and Warming on Behavioral and Metabolic Traits of a Large Pelagic Fish, ,Diversity,-,-,,,Seriola lalandi,Subtrop,No,-,Time spent in inner zone,Larvae,29,132.4138,108.8234,SD,108.8234,38,102.6807,84.2935,SD,84.2935,-0.2543,0.2543,,,,
a75,Laubenstein et al,2018,2018,Correlated Effects of Ocean Acidification and Warming on Behavioral and Metabolic Traits of a Large Pelagic Fish, ,Diversity,-,-,,,Seriola lalandi,Subtrop,No,-,Time active,Larvae,29,466.2759,176.7407,SD,176.7407,38,498.2247,184.3398,SD,184.3398,0.0663,0.0663,,,,
a76,Maulvault et al,2018,2018,"Differential behavioural responses to venlafaxine exposure route, warming and acidification in juvenile fish (Argyrosomus regius)", ,Sci Tot Environ,4.610,4.610,10,No,Argyrosomus regius,Subtrop,Yes,Kin,Latency to top,Juvenile,9,77.7780,29.7390,SD,29.7390,10,89.2160,22.8760,SD,22.8760,0.1372,0.1372,0.3489,Compared Control with Acid treatments only,N,"Provided in figure captions. Sample size provided as n=10 in figure captions and in the text. Some fish were however excluded due to immobility (1 from the control treatment) leavning n=9 in that group which is not mentioned in the figure caption. The excluded fish from experiment 1+2 seem to have been used in the lateralization test where it says n=10 in text and figure caption, wherefore we used n=10 also for control for the lateralization test."
a76,Maulvault et al,2018,2018,"Differential behavioural responses to venlafaxine exposure route, warming and acidification in juvenile fish (Argyrosomus regius)", ,Sci Tot Environ,4.610,4.610,,,Argyrosomus regius,Subtrop,Yes,Kin,Time at top,Juvenile,9,37.0130,1.2990,SD,1.2990,10,16.2340,2.5970,SD,2.5970,-0.8242,0.8242,,,,
a76,Maulvault et al,2018,2018,"Differential behavioural responses to venlafaxine exposure route, warming and acidification in juvenile fish (Argyrosomus regius)", ,Sci Tot Environ,4.610,4.610,,,Argyrosomus regius,Subtrop,Yes,Kin,Latency to move toward shoal,Juvenile,9,4.9080,2.4540,SD,2.4540,10,5.2150,2.7610,SD,2.7610,0.0607,0.0607,,,,
a76,Maulvault et al,2018,2018,"Differential behavioural responses to venlafaxine exposure route, warming and acidification in juvenile fish (Argyrosomus regius)", ,Sci Tot Environ,4.610,4.610,,,Argyrosomus regius,Subtrop,Yes,Kin,Transistions toward shoal,Juvenile,9,54.0540,5.4050,SD,5.4050,10,50.6760,1.3510,SD,1.3510,-0.0645,0.0645,,,,
a76,Maulvault et al,2018,2018,"Differential behavioural responses to venlafaxine exposure route, warming and acidification in juvenile fish (Argyrosomus regius)", ,Sci Tot Environ,4.610,4.610,,,Argyrosomus regius,Subtrop,Yes,Kin,% time with shoal,Juvenile,9,64.0520,15.0330,SD,15.0330,10,44.4440,9.8040,SD,9.8040,-0.3655,0.3655,,,,
a76,Maulvault et al,2018,2018,"Differential behavioural responses to venlafaxine exposure route, warming and acidification in juvenile fish (Argyrosomus regius)", ,Sci Tot Environ,4.610,4.610,,,Argyrosomus regius,Subtrop,No,-,Absolute lateralization,Juvenile,10,63.8300,19.1490,SD,19.1490,10,33.6170,26.8090,SD,26.8090,-0.6412,0.6412,,,,
a77,McCormick et al,2018,2018,Effect of elevated CO2 and small boat noise on the kinematics of predatorÐprey interactions, ,Proc R Soc B,4.847,4.847,19,Strong,Pseudochromis fuscus,Trop,Yes,Prey,Attack rate,Adult,19,0.0490,0.0150,SE,0.0654,19,0.1870,0.1000,SE,0.4359,1.3393,1.3393,0.8840,Considered ambient noise only,Y,Provided in figure caption
a77,McCormick et al,2018,2018,Effect of elevated CO2 and small boat noise on the kinematics of predatorÐprey interactions, ,Proc R Soc B,4.847,4.847,,,Pseudochromis fuscus,Trop,Yes,Prey,Attack distance,Adult,19,118.9810,9.8660,SE,43.0049,19,84.6650,10.7240,SE,46.7448,-0.3403,0.3403,,Capture rate not included due to no variance associated with response variable,,
a77,McCormick et al,2018,2018,Effect of elevated CO2 and small boat noise on the kinematics of predatorÐprey interactions, ,Proc R Soc B,4.847,4.847,,,Pseudochromis fuscus,Trop,Yes,Prey,Attack speed,Adult,19,333.0560,42.2250,SE,184.0545,19,180.1070,43.1640,SE,188.1475,-0.6148,0.6148,,,,
a77,McCormick et al,2018,2018,Effect of elevated CO2 and small boat noise on the kinematics of predatorÐprey interactions, ,Proc R Soc B,4.847,4.847,,,Pseudochromis fuscus,Trop,Yes,Prey,Apparent looming threshold,Adult,19,0.6300,0.1460,SE,0.6364,19,0.1820,0.1610,SE,0.7018,-1.2417,1.2417,,,,
a78,McMahon et al,2018,2018,Food ration does not influence the effect of elevated CO2 on antipredator behaviour of a reef fish, ,Mar Ecol Prog Ser,2.276,2.276,85,Strong,Amphiprion percula,Trop,Yes,Food,"Average feeding strikes,high food, ctrl/ctrl vs. ctrl/CO2",Juvenile,137,22.8910,0.5990,SE,7.0111,141,23.4350,0.6530,SE,7.7539,0.0235,0.0235,0.4554,Included both low and high food treatments,Y,Provided in figures
a78,McMahon et al,2018,2018,Food ration does not influence the effect of elevated CO2 on antipredator behaviour of a reef fish, ,Mar Ecol Prog Ser,2.276,2.276,,,Amphiprion percula,Trop,Yes,Food,"Average feeding strikes, low food, , ctrl/ctrl vs. ctrl/CO2",Juvenile,144,26.1560,0.6530,SE,7.8360,134,24.6330,0.6530,SE,7.5590,-0.0600,0.0600,,"Only included biologically relevant parent-offspring crosses (ctrl-ctrl, ctrl-CO2, CO2-CO2)",,
a78,McMahon et al,2018,2018,Food ration does not influence the effect of elevated CO2 on antipredator behaviour of a reef fish, ,Mar Ecol Prog Ser,2.276,2.276,,,Amphiprion percula,Trop,Yes,Food,"Average feeding strikes,high food, , ctrl/ctrl vs. CO2/CO2",Juvenile,118,22.8910,0.5990,SE,6.5068,117,26.2110,0.5990,SE,6.4792,0.1354,0.1354,,,,
a78,McMahon et al,2018,2018,Food ration does not influence the effect of elevated CO2 on antipredator behaviour of a reef fish, ,Mar Ecol Prog Ser,2.276,2.276,,,Amphiprion percula,Trop,Yes,Food,"Average feeding strikes, low food, , ctrl/ctrl vs. CO2/CO2",Juvenile,118,26.1560,0.6530,SE,7.0934,115,26.5370,0.6530,SE,7.0026,0.0145,0.0145,,,,
a78,McMahon et al,2018,2018,Food ration does not influence the effect of elevated CO2 on antipredator behaviour of a reef fish, ,Mar Ecol Prog Ser,2.276,2.276,,,Amphiprion percula,Trop,Yes,Food,"Change feeding strikes, seawater, high food, , ctrl/ctrl vs. ctrl/CO2",Juvenile,66,9.5200,0.2200,SE,1.7873,71,10.1700,0.3000,SE,2.5278,0.0660,0.0660,,,,
a78,McMahon et al,2018,2018,Food ration does not influence the effect of elevated CO2 on antipredator behaviour of a reef fish, ,Mar Ecol Prog Ser,2.276,2.276,,,Amphiprion percula,Trop,Yes,Food,"Change feeding strikes, seawater, low food, , ctrl/ctrl vs. ctrl/CO2",Juvenile,70,9.7800,0.2200,SE,1.8407,65,10.3000,0.2600,SE,2.0962,0.0518,0.0518,,,,
a78,McMahon et al,2018,2018,Food ration does not influence the effect of elevated CO2 on antipredator behaviour of a reef fish, ,Mar Ecol Prog Ser,2.276,2.276,,,Amphiprion percula,Trop,Yes,Food,"Change feeding strikes, seawater, high food, , ctrl/ctrl vs. CO2/CO2",Juvenile,58,9.5200,0.2200,SE,1.6755,56,10.3000,0.3500,SE,2.6192,0.0787,0.0787,,,,
a78,McMahon et al,2018,2018,Food ration does not influence the effect of elevated CO2 on antipredator behaviour of a reef fish, ,Mar Ecol Prog Ser,2.276,2.276,,,Amphiprion percula,Trop,Yes,Food,"Change feeding strikes, seawater, low food, , ctrl/ctrl vs. CO2/CO2",Juvenile,59,9.7800,0.2200,SE,1.6899,55,10.5200,0.2200,SE,1.6316,0.0729,0.0729,,,,
a78,McMahon et al,2018,2018,Food ration does not influence the effect of elevated CO2 on antipredator behaviour of a reef fish, ,Mar Ecol Prog Ser,2.276,2.276,,,Amphiprion percula,Trop,Yes,Food,"Change feeding strikes, predator, high food, , ctrl/ctrl vs. ctrl/CO2",Juvenile,71,2.4300,0.1300,SE,1.0954,70,9.7800,0.2200,SE,1.8407,1.3924,1.3924,,,,
a78,McMahon et al,2018,2018,Food ration does not influence the effect of elevated CO2 on antipredator behaviour of a reef fish, ,Mar Ecol Prog Ser,2.276,2.276,,,Amphiprion percula,Trop,Yes,Food,"Change feeding strikes, predator, low food, , ctrl/ctrl vs. ctrl/CO2",Juvenile,74,3.2500,0.1700,SE,1.4624,69,9.9100,0.2600,SE,2.1597,1.1149,1.1149,,,,
a78,McMahon et al,2018,2018,Food ration does not influence the effect of elevated CO2 on antipredator behaviour of a reef fish, ,Mar Ecol Prog Ser,2.276,2.276,,,Amphiprion percula,Trop,Yes,Food,"Change feeding strikes, predator, high food, , ctrl/ctrl vs. CO2/CO2",Juvenile,60,2.4300,0.1300,SE,1.0070,61,9.4400,0.1700,SE,1.3277,1.3571,1.3571,,,,
a78,McMahon et al,2018,2018,Food ration does not influence the effect of elevated CO2 on antipredator behaviour of a reef fish, ,Mar Ecol Prog Ser,2.276,2.276,,,Amphiprion percula,Trop,Yes,Food,"Change feeding strikes, predator, low food, , ctrl/ctrl vs. CO2/CO2",Juvenile,59,3.2500,0.1700,SE,1.3058,60,9.7400,0.2600,SE,2.0140,1.0976,1.0976,,,,
a79,Porteus et al,2018,2018,Near-future CO2 levels impair the olfactory system of a marine fish, ,Nat Clim Change,19.181,19.181,13,Strong,Dicentrarchus labrax,Subtrop,No,-,"Baseline activity, 2 days",Juvenile,13,45.1077,26.5252,SE,95.6378,13,42.0462,27.0183,SE,97.4158,-0.0703,0.0703,0.6530,"Only considered baseline activity since ""change in activity"" can lead to both positive and negative values",N,Provided in raw data file on Pangea: https://doi.pangaea.de/10.1594/PANGAEA.884670?format=html#download
a79,Porteus et al,2018,2018,Near-future CO2 levels impair the olfactory system of a marine fish, ,Nat Clim Change,19.181,19.181,,,Dicentrarchus labrax,Subtrop,No,-,"Baseline activity, 7 days",Juvenile,14,50.8286,19.3255,SE,72.3095,14,36.0143,20.7123,SE,77.4984,-0.3445,0.3445,,Data obtained from supplementary data on Pangea: https://doi.pangaea.de/10.1594/PANGAEA.884670?format=html#download,,
a79,Porteus et al,2018,2018,Near-future CO2 levels impair the olfactory system of a marine fish, ,Nat Clim Change,19.181,19.181,,,Dicentrarchus labrax,Subtrop,No,-,"Baseline activity, 14 days",Juvenile,13,52.3692,16.6208,SE,59.9273,14,30.9286,21.8568,SE,81.7807,-0.5266,0.5266,,Removed data points with lnRR variance > 10 from mean effect size computations (see rationale in Methods section of Supplementary File 1),,
a79,Porteus et al,2018,2018,Near-future CO2 levels impair the olfactory system of a marine fish, ,Nat Clim Change,19.181,19.181,,,Dicentrarchus labrax,Subtrop,No,-,"Time spent freezing, before pred, 7 days",Juvenile,13,20.7692,26.2080,SE,94.4943,13,13.4615,21.9758,SE,79.2349,-0.4336,0.4336,,,,
a79,Porteus et al,2018,2018,Near-future CO2 levels impair the olfactory system of a marine fish, ,Nat Clim Change,19.181,19.181,,,Dicentrarchus labrax,Subtrop,No,-,"Time spent freezing, before pred, 2 days",Juvenile,13,2.5385,6.7406,SE,24.3036,13,7.0000,13.5647,SE,48.9081,1.0143,1.0143,,,,
a79,Porteus et al,2018,2018,Near-future CO2 levels impair the olfactory system of a marine fish, ,Nat Clim Change,19.181,19.181,,,Dicentrarchus labrax,Subtrop,No,-,"Time spent freezing, before pred, 7 days",Juvenile,13,2.4154,7.1023,SE,25.6078,14,9.5214,15.9294,SE,59.6023,1.3717,1.3717,,,,
a79,Porteus et al,2018,2018,Near-future CO2 levels impair the olfactory system of a marine fish, ,Nat Clim Change,19.181,19.181,,,Dicentrarchus labrax,Subtrop,Yes,Predator,"Time spent freezing, w/ pred, 2 days",Juvenile,13,23.9231,23.9181,SE,86.2380,13,18.0385,27.0743,SE,97.6179,-0.2823,0.2823,,,,
a79,Porteus et al,2018,2018,Near-future CO2 levels impair the olfactory system of a marine fish, ,Nat Clim Change,19.181,19.181,,,Dicentrarchus labrax,Subtrop,Yes,Predator,"Time spent freezing, w/ pred, 7 days",Juvenile,13,5.8000,8.1845,SE,29.5098,13,12.1308,18.3236,SE,66.0668,0.7379,0.7379,,,,
a79,Porteus et al,2018,2018,Near-future CO2 levels impair the olfactory system of a marine fish, ,Nat Clim Change,19.181,19.181,,,Dicentrarchus labrax,Subtrop,Yes,Predator,"Time spent freezing, w/ pred, 14 days",Juvenile,13,6.8846,10.8410,SE,39.0876,14,20.5929,18.7719,SE,70.2380,1.0957,1.0957,,,,
